Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Social Security Administration","2:13-cv-01356","U.S. District Court","Washington - Western","NONE PROVIDED","","201404740","067802014","07/22/2014","0.00","","","0.00","","","4.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","4.50","N",
"Social Security Administration","2:13-cv-00642-JLR-BAT","U.S. District Court","Washington - Western","2013v00665","","201404742","050722014","06/23/2014","0.00","","","0.00","","","8.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","8.50","N",
"Social Security Administration","2:13-CV-02221","U.S. District Court","Washington - Western","NONE PROVIDED","","201404743","059772014","07/02/2014","0.00","","","0.00","","","8.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","8.40","N",
"Customs and Border Protection","7:09-CV-00282","U.S. District Court","Texas - Southern","NONE PROVIDED","","201404744","067812014","07/23/2014","45000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","45000.00","N",
"DHS - TSA  Trans. SEC. Admin.","CV 13-01380 MMM (JCGx)","U.S. District Court","California  - Central","2013V00554","","201404745","054472014","06/27/2014","178000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","178000.00","Y",
"Social Security Administration","2:13-CV-1780-BAT","U.S. District Court","Washington - Western","2013v01373","","201404751","052622014","06/25/2014","0.00","","","0.00","","","15.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","15.20","N",
"Department of Housing and Urban Development","95-309","U.S. District Court","Maryland","145-17-5124","","201404753","062132014","07/11/2014","3800000.00","42-USC-3613(c)           ","Attorney Fees Only","0.00","","","0.00","","","0.00","","","3800000.00","N",
"Social Security Administration","3:13-cv-05330-RBL-KLS","U.S. District Court","Washington - Western","2013v00572","","201404754","052632014","06/25/2014","359.90","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","359.90","N",
"Social Security Administration","2:13-CV-213","U.S. District Court","Vermont","2014v00099","","201404756","052532014","06/25/2014","19.67","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","19.67","N",
"Social Security Administration","3:13-cv-5135-BHS-KLS","U.S. District Court","Washington - Western","2013v00293","","201404757","052612014","06/25/2014","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","350.00","N",
"Department of Veterans Affairs","8:10-cv-01482-MSS-TBM","U.S. District Court","Florida - Middle","8:10-cv-01482-MSS-TBM","","201404760","062052014","07/14/2014","300000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","300000.00","Y",
"Department of the Air Force","SA-13-CV-0270","U.S. District Court","Texas - Western","2013V00436","","201404763","066652014","07/16/2014","215000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","215000.00","N",
"Department of Veterans Affairs","4:12-cv-00448","U.S. District Court","Arkansas - Eastern","4:12-cv-00448","","201404765","058822014","07/03/2014","204000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","204000.00","Y",
"Social Security Administration","C13-5445-BAT","U.S. District Court","Washington - Western","2013v00762","","201404771","052692014","06/25/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","3:13-cv-5236-BHS-JRC","U.S. District Court","Washington - Western","2013v00434","","201404773","052702014","06/25/2014","0.00","","","0.00","","","373.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","373.80","N",
"Social Security Administration","JKS-12-1903","U.S. District Court","Maryland","2012V00596","","201404776","050712014","06/25/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","SACV 12-01640 AGR","U.S. District Court","California  - Central","2012V02553","","201404778","065362014","07/17/2014","0.00","","","0.00","","","370.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","370.20","N",
"Social Security Administration","CV-13-1586","U.S. District Court","Arizona","NONE PROVIDED","","201404783","076262014","09/09/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV-13-5641","U.S. District Court","New York - Eastern","CV-13-5641","","201404791","057702014","07/07/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV-13-5160","U.S. District Court","New York - Eastern","CV-13-5160","","201404794","057732014","07/07/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV-13-3039","U.S. District Court","New York - Eastern","CV-13-3039","","201404796","057742014","07/07/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV-13-1706","U.S. District Court","New York - Eastern","CV-13-1706","","201404798","055872014","06/27/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-13-3338","U.S. District Court","New York - Eastern","CV-13-3338","","201404799","057772014","07/07/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV-12-2140","U.S. District Court","New York - Eastern","CV-12-2140","","201404800","057752014","07/07/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:13-CV-05691","U.S. District Court","Washington - Western","2013V01167","","201404801","052662014","06/25/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV-12-3014","U.S. District Court","New York - Eastern","CV-12-3014","","201404802","057782014","07/07/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-13-4635","U.S. District Court","New York - Eastern","CV-13-4635","","201404804","057802014","07/07/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV-12-5982","U.S. District Court","New York - Eastern","CV-12-5982","","201404805","057812014","07/07/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-13-4633","U.S. District Court","New York - Eastern","CV-13-4633","","201404807","057832014","07/07/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV-12-4050","U.S. District Court","New York - Eastern","CV-12-4050","","201404809","057842014","07/07/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","13-cv-00037-JSS","U.S. District Court","Iowa - Northern","13-cv-00037","","201404810","054482014","06/27/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-12-3749","U.S. District Court","New York - Eastern","CV-12-3749","","201404817","057652014","07/07/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Drug Enforcement Adm","CV-13-02063","U.S. District Court","Arizona","2014V00093","","201404820","062072014","07/14/2014","4000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","4000.00","N",
"Department of Health and Human Services","CV-13-08038","U.S. District Court","Arizona","2013V00248","","201404821","058742014","07/03/2014","12000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","12000.00","N",
"Bureau of Prisons","2:11CV94","U.S. District Court","West Virginia - Northern","2:11CV94","","201404824","073132014","08/21/2014","905583.04","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","15325.71","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","920908.75","N",
"Department of Veterans Affairs","3:12CV311","U.S. District Court","Florida - Northern","2012V00816","","201404825","060282014","07/11/2014","77500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","77500.00","N",
"Office of Personnel Management","12-CV-03801","U.S. District Court","Maryland","2013V00088","","201404827","054642014","06/27/2014","72684.43","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","72684.43","N",
"Department of Veterans Affairs","8:12-cv-2065-T-27TGW","U.S. District Court","Florida - Middle","8:12-cv-2065-T-27TGW","","201404828","060712014","07/11/2014","15000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","15000.00","Y",
"Department of Commerce; Department of Labor; Department of the Treasury; General Services Administration; Office of the Secretary of Defense - Agencies","02-0177","U.S. District Court","West Virginia - Northern","90-11-6-16932; 90-11-6-16932; 90-11-6-16932; 90-11-6-16932; 90-11-6-16932","","201404830","054622014","06/26/2014","5.06","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","5.06","N",
"Social Security Administration","4:11cv58","U.S. District Court","Virginia - Eastern","4:11cv58","","201404834","065722014","07/17/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:12-CV-3141","U.S. District Court","Ohio - Northern","NONE PROVIDED","","201404835","062122014","07/14/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","EDCV 13-376-JC","U.S. District Court","California  - Central","2013V00624","","201404837","070762014","08/06/2014","0.00","","","0.00","","","370.71","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","370.71","N",
"Internal Revenue Service/S&E","CV-12-2782","U.S. District Court","New York - Eastern","CV-12-2782","","201404841","071012014","08/06/2014","40000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","40000.00","N",
"Internal Revenue Service/S&E","CV-12-2782","U.S. District Court","New York - Eastern","CV-12-2782","","201404841","071022014","08/06/2014","25000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Navy","13cv2505-L(BLM)","U.S. District Court","California  - Southern","2013V00601","","201404844","060102014","07/03/2014","25000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","25000.00","Y",
"Social Security Administration","13-CV-05950","U.S. District Court","Washington - Western","NONE PROVIDED","","201404845","060622014","07/11/2014","0.00","","","0.00","","","8.70","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","8.70","N",
"Broadcasting Board of Governors","77-2019","U.S. District Court","District of Columbia","77-2019","","201404850","071802014","08/12/2014","576949.06","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","576949.06","N",
"Department of Navy; Department of the Air Force; Department of the Army","91-4527","U.S. District Court","California  - Central","90-11-3-1446; 90-11-3-1446; 90-11-3-1446","","201404851","076962014","09/09/2014","2917254.54","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","13077.29","42-USC-9607              ","CERCLA/Superfund","2930331.83","N",
"Department of Navy; Department of the Air Force; Department of the Army","91-4527","U.S. District Court","California  - Central","90-11-3-1446; 90-11-3-1446; 90-11-3-1446","","201404852","069802014","08/01/2014","51288.20","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","113.82","42-USC-9607              ","CERCLA/Superfund","51402.02","N",
"Social Security Administration","5:13-CV-80","U.S. District Court","Georgia - Middle","NONE PROVIDED","","201404857","062292014","07/14/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Marshals Service","2:09cv02054","U.S. District Court","Texas - Western","2:09cv02054","","201404861","071272014","08/06/2014","20000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","20000.00","N",
"Bureau of Prisons","13-1544","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201404862","061982014","07/14/2014","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","13-CV-796","U.S. District Court","Wisconsin - Eastern","NONE PROVIDED","","201404863","061942014","07/14/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","13-CV-522","U.S. District Court","Colorado","NONE PROVIDED","","201404864","062302014","07/14/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","12-CV-01428","U.S. District Court","Colorado","NONE PROVIDED","","201404865","062332014","07/14/2014","0.00","","","0.00","","","17.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","17.25","N",
"Department of Veterans Affairs","13cv0456-W-RBB","U.S. District Court","California  - Southern","2013V00195","","201404870","069982014","08/01/2014","75000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Department of Energy; Department of the Air Force","90-11-3-1664","U.S. District Court","New Mexico","90-11-3-1664; 90-11-3-1664","","201404871","063072014","07/14/2014","842668.85","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","2917.25","42-USC-9607              ","CERCLA/Superfund","845586.10","N",
"Department of Veterans Affairs","3:13-cv-283-J-34JRK","U.S. District Court","Florida - Middle","1146236","","201404872","062592014","07/14/2014","1000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","1000.00","N",
"Bureau of Prisons","1:12-CV-0407","U.S. District Court","Pennsylvania - Middle","2012v00251","","201404873","060602014","07/11/2014","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Social Security Administration","C13-1613-BAT","U.S. District Court","Washington - Western","2013v01267","","201404875","060212014","07/02/2014","412.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","412.30","N",
"DHS - TSA  Trans. SEC. Admin.","12cv0017-IEG-JMA","U.S. District Court","California  - Southern","2012V00041","","201404879","067962014","07/29/2014","134070.40","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","134070.40","Y",
"DHS - TSA  Trans. SEC. Admin.","12cv0017-IEG-JMA","U.S. District Court","California  - Southern","2012V00041","","201404879","067972014","07/29/2014","15929.60","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","15929.60","Y",
"Drug Enforcement Adm","CV 11-10538 MWF (PJWx)","U.S. District Court","California  - Central","2012V00013","","201404880","070002014","08/01/2014","0.00","","","0.00","","","1029.16","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1029.16","N",
"Social Security Administration","13-43-GEKP","U.S. District Court","Pennsylvania - Eastern","13-43-E.D. Pa","13-43-E.D. Pa","201404881","062192014","07/14/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:13CV826","U.S. District Court","North Carolina - Eastern","2013V0560","","201404882","062582014","07/15/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","CV-13-5210","U.S. District Court","New York - Eastern","CV-13-5210","","201404887","057762014","07/07/2014","8000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","8000.00","Y",
"Department of Justice","12CV1034","U.S. District Court","District of Columbia","12-536","12-536","201404889","062142014","07/14/2014","0.00","","","0.00","","","300.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","300.00","N",
"Department of the Army","2-93-0654","U.S. District Court","West Virginia - Southern","90-11-3-822","","201404893","062092014","07/14/2014","200000.00","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","0.00","","","200000.00","N",
"Department of Energy","90-11-6-130","U.S. District Court","Missouri - Eastern","90-11-6-130","","201404894","069452014","08/01/2014","365179.10","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","145.87","42-USC-9607              ","CERCLA/Superfund","365324.97","N",
"Department of Navy","07-3985","U.S. District Court","New York - Eastern","NONE PROVIDED","","201404895","061992014","07/14/2014","650000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","650000.00","N",
"Social Security Administration","11-CV-03260","U.S. District Court","Colorado","NONE PROVIDED","","201404898","062202014","07/14/2014","0.00","","","0.00","","","17.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","17.25","N",
"Social Security Administration","13-1103","U.S. District Court","Illinois - Central","2013V00168","","201404899","064112014","07/15/2014","0.00","","","0.00","","","368.93","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","368.93","N",
"Department of the Air Force","12-96","U.S. District Court","Montana","NONE PROVIDED","","201404900","064382014","07/15/2014","20000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","20000.00","N",
"Department of the Army","11-1717","U.S. District Court","Louisiana - Western","2011V00807","","201404901","062482014","07/15/2014","750000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","750000.00","N",
"Social Security Administration","3:13CV691","U.S. District Court","Virginia - Eastern","2013V01200","","201404903","062522014","07/15/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","1:13-CV-1897 DCN","U.S. District Court","South Carolina","2013V01668","","201404905","062512014","07/15/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:12-CV-6068-BHS-JRC","U.S. District Court","Washington - Western","2013V00048","","201404906","061902014","07/14/2014","0.00","","","0.00","","","37.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","37.40","N",
"Social Security Administration","CIV-12-342-FHS-SPS","U.S. District Court","Oklahoma - Eastern","CIV-12-342-FHS-SPS","","201404907","060692014","07/11/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:12-CV-2158","U.S. District Court","Colorado","2012V00646","","201404910","062492014","07/15/2014","369.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","369.80","N",
"Social Security Administration","3:12-05985-BHS-JRC","U.S. District Court","Washington - Western","2012V01429","","201404911","060682014","07/11/2014","0.00","","","0.00","","","520.08","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","520.08","N",
"Social Security Administration","C13-72 RSM","U.S. District Court","Washington - Western","2013V00121","","201404912","060672014","07/11/2014","0.00","","","0.00","","","14.55","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","14.55","N",
"Social Security Administration","4:12-CV-00288","U.S. District Court","North Carolina - Eastern","2012V01462","","201404913","064392014","07/15/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","13-335-JL","U.S. District Court","New Hampshire","2013V00178","","201404916","065482014","07/17/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Department of the Air Force","2:13-cv-00921","U.S. District Court","South Carolina","2013V00957","","201404918","069522014","08/01/2014","26500.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","26500.00","N",
"Bureau of Prisons","10-1196","U.S. District Court","District of Columbia","10-1196","","201404920","067872014","07/29/2014","0.00","","","28000.00","42-USC-1988              ","Civil Rights - Attorney Fees","0.00","","","0.00","","","28000.00","N",
"Bureau of Prisons","10-1196","U.S. District Court","District of Columbia","10-1196","","201404920","067882014","07/29/2014","12000.00","42-USC-1988              ","Civil Rights - Attorney Fees","0.00","","","0.00","","","0.00","","","12000.00","N",
"Social Security Administration","CV-12-1317","U.S. District Court","New York - Eastern","NONE PROVIDED","","201404921","064492014","07/15/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:11-CV-08926","U.S. District Court","Illinois - Northern","2011V05114","","201404923","062702014","07/15/2014","0.00","","","0.00","","","16.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","16.30","N",
"US Army Corps of Engineers","12-1089","U.S. District Court","South Carolina","90-5-1-4-19555","","201404925","067902014","08/26/2014","0.00","","","50000.00","16-USC-470w-4            ","National Historic Preservation Act - Attny Fees","0.00","","","0.00","","","50000.00","N",
"Marine Corps","8:12-cv-856-JSM-TBM","U.S. District Court","Florida - Middle","8:12-cv-856-JSM-TBM","","201404927","065882014","07/16/2014","350000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","350000.00","N",
"Social Security Administration","CV-12-02558","U.S. District Court","Arizona","NONE PROVIDED","","201404933","064372014","07/15/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Air Force; National Aeronautics and Space Administration; Office of the Secretary of Defense - Agencies","90-6558","U.S. District Court","Pennsylvania - Eastern","90-11-3-717; 90-11-3-717; 90-11-3-717","","201404934","081002014","09/29/2014","1601340.90","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","4051.17","42-USC-9607              ","CERCLA/Superfund","1605392.07","N",
"Bureau of the Census","3:13-cv-04044-KES","U.S. District Court","South Dakota","2013V00110","","201404935","065102014","07/17/2014","15369.94","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","15369.94","N",
"Social Security Administration","2:13-CV-184","U.S. District Court","Tennessee - Eastern","2013V00340","","201404936","064362014","07/15/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","3:11-cv-05411-RAJ-MAT","U.S. District Court","Washington - Western","2011v00593","","201404937","063112014","07/15/2014","0.00","","","0.00","","","840.20","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","840.20","N",
"Natl Park Service","13-0085","U.S. District Court","District of Columbia","13-0085","","201404939","064342014","07/15/2014","10000.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","10000.00","N",
"Forest Service","12-CV-00964","U.S. District Court","New Mexico","2012V00699","","201404942","074372014","08/27/2014","76500.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","76500.00","N",
"Social Security Administration","14-C-54","U.S. District Court","Wisconsin - Eastern","UNTENTIONALLY BLANK","","201404946","064242014","07/15/2014","0.00","","","0.00","","","419.53","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","419.53","N",
"Defense Commisary","3:14-CV-43","U.S. District Court","Ohio - Southern","NONE PROVIDED","","201404957","058852014","07/03/2014","6000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","6000.00","Y",
"Social Security Administration","3:13-CV-05665-RBL-JRC","U.S. District Court","Washington - Western","2013V01103","","201404965","060262014","07/11/2014","0.00","","","0.00","","","17.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","17.30","N",
"Social Security Administration","3:12-CV-05380-RJB","U.S. District Court","Washington - Western","2012V00935","","201404966","060722014","07/11/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-13-110-SPS","U.S. District Court","Oklahoma - Eastern","CIV-13-110-SPS","","201404968","063612014","07/15/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","3:13-CV05741-JRC","U.S. District Court","Washington - Western","2013V01184","","201404969","062982014","07/15/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","2:13-CV-01238-RAJ-BAT","U.S. District Court","Washington - Western","2013V00963","","201404971","063002014","07/15/2014","0.00","","","0.00","","","24.70","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","24.70","N",
"Department of the Army","5:13-CV-351-BO","U.S. District Court","North Carolina - Eastern","2013V00802","","201404973","075632014","09/05/2014","425000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","425000.00","Y",
"Social Security Administration","C13-5155","U.S. District Court","Washington - Western","2013V00294","","201404979","064262014","07/15/2014","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","EP-13-CV-0272","U.S. District Court","Texas - Western","2013V01209","","201404981","069542014","08/01/2014","31000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","31000.00","N",
"Social Security Administration","3:13-CV-05210-RJB","U.S. District Court","Washington - Western","2013V00395","","201404982","063042014","07/15/2014","0.00","","","0.00","","","16.05","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","16.05","N",
"Social Security Administration","6:13-CV-00848-ST","U.S. District Court","Oregon","2013V00656","","201404983","064532014","07/15/2014","0.00","","","0.00","","","400.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","400.00","N",
"Social Security Administration","3:12-CV-06040-RJB","U.S. District Court","Washington - Western","2012V01516","","201404984","064252014","07/15/2014","0.00","","","0.00","","","365.45","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","365.45","N",
"Animal & Plant Hlth","CV 13-08506 PSG(JEMx)","U.S. District Court","California  - Central","2013V02750","","201404985","070302014","08/01/2014","19000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","19000.00","N",
"Animal & Plant Hlth","CV 13-08506 PSG(JEMx)","U.S. District Court","California  - Central","2013V02750","","201404985","070312014","08/01/2014","1000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1000.00","N",
