Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Department of Agriculture","971978 981693","U.S. District Court","","1361643","","200706011","03283621 ","08/16/2007","0.00","","","13832.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","13832.00","N",
"Department of Agriculture","971978 981693","U.S. District Court","","1361643","","200706012","03283631 ","08/16/2007","0.00","","","4635.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","4635.00","N",
"Drug Enforcement Adm","0710929","U.S. District Court","","0220982","","200706014","03283691 ","08/08/2007","385000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","385000.00","Y",
"Office of the Secretary of Defense - Agencies","066077","U.S. District Court","","90113480 2","","200706015","03283701 ","08/07/2007","863579.41","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","0.00","","","863579.41","N",
"Office of the Secretary of Defense - Agencies","066077","U.S. District Court","","90113480 2","","200706016","03283841 ","08/08/2007","875666.21","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","0.00","","","875666.21","N",
"Department of the Army","CIVA07CA296SS","U.S. District Court","","2006V01831","","200706018","03283881 ","08/14/2007","335000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","335000.00","N",
"Social Security Administration","8:05-3166-GRA-BHH","U.S. District Court","","2005V02166","","200706020","03284021 ","08/15/2007","0.00","","","0.00","","","12.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","12.00","N",
"Social Security Administration","06-3195","U.S. District Court","","063195","","200706022","03284051 ","08/15/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"U.S. Equal Employment Opportunity Comm.","CIV04C875","U.S. District Court","","","","200706025","03284131 ","08/14/2007","0.00","","","0.00","","","5014.79","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","5014.79","N",
"US Army Corps of Engineers","98863L","U.S. District Court","","9012309404","","200706027","03284361 ","08/16/2007","4000.00","5 AMND TAK               ","5th Amendment Taking/Inverse Condemnation","0.00","","","0.00","","","1278.00","5 AMND TAK               ","5th Amendment Taking/Inverse Condemnation","5278.00","N",
"Social Security Administration","06cv0744c","U.S. District Court","","2006V01538","","200706033","03284501 ","08/13/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Health and Human Services","06 cv 6654t","U.S. District Court","","20004V00563","","200706034","03284531 ","08/13/2007","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Department of Navy","406cv108","U.S. District Court","","2006V01060","","200706035","03284541 ","08/09/2007","2000000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","2000000.00","N",
"Drug Enforcement Adm","804CV2172T30EAJ","U.S. District Court","","","","200706043","03284791 ","08/13/2007","1577.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1577.00","N",
"Department of the Air Force","207cv04","U.S. District Court","","157541068","","200706044","03284871 ","08/13/2007","775003.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","775003.00","N",
"Department of the Air Force","207cv04","U.S. District Court","","157541068","","200706044","03284881 ","08/09/2007","1224997.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","","N",
"Social Security Administration","08cv2008","U.S. District Court","","2006V02985","","200706050","03284961 ","08/17/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","806cv261","U.S. District Court","","2006V01880","","200706051","03284981 ","08/15/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","305cv01106","U.S. District Court","","2005V02988","","200706052","03285021 ","08/17/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","405cv02114","U.S. District Court","","2005V00588","","200706053","03285041 ","08/17/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","06385","U.S. District Court","","2006V00108","","200706054","03285071 ","08/17/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Federal Communications Commission","063687","U.S. District Court","","2006V00800","","200706056","03285131 ","08/13/2007","40000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","40000.00","N",
"Customs and Border Protection","co60454","U.S. District Court","","2006VOO355","","200706059","03285231 ","08/13/2007","250000.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","250000.00","N",
"Department of Veterans Affairs","05CV825MJR","U.S. District Court","","2005V00552","","200706064","03285351 ","08/13/2007","100000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Government Printing Office","741101","U.S. District Court","","","","200706071","03285571 ","08/17/2007","3134.40","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","3134.40","N",
"Environmental Protection Agency","C0605159","U.S. District Court","","9051417936","","200706072","03285601 ","08/13/2007","0.00","","","125000.00","33-USC-1365              ","Clean Water Act - Citizens' Suits (Attny Fees&Costs)","0.00","","","0.00","","","125000.00","N",
"Social Security Administration","CIV606CV1100ORL28JGG","U.S. District Court","","2006V01926","","200706079","03285741 ","08/17/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV0680559","U.S. District Court","","0680559","","200706083","03285851 ","08/14/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","061973","U.S. District Court","","061973","","200706087","03285901 ","08/16/2007","30000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","30000.00","N",
"Social Security Administration","106cv384","U.S. District Court","","2007V00032","","200706091","03285991 ","08/17/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","062073","U.S. District Court","","062073","","200706093","03286061 ","08/17/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Housing and Urban Development","CIV0721128","U.S. District Court","","2007V01041","","200706098","03286151 ","08/22/2007","0.00","","","2000.00","5-USC-552                ","Freedom Of Information Act (FOIA)","0.00","","","0.00","","","2000.00","N",
"Social Security Administration","05495","U.S. District Court","","05495","","200706099","03286171 ","08/15/2007","0.00","","","0.00","","","264.16","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","264.16","N",
"Social Security Administration","05487","U.S. District Court","","05487","","200706101","03286221 ","09/20/2007","0.00","","","0.00","","","264.16","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","264.16","N",
"Department of Justice","3050102","U.S. District Court","","2005V0229","","200706103","03286271 ","08/20/2007","337000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","337000.00","Y",
"Social Security Administration","906CV80464FJL","U.S. District Court","","2006V01505","","200706105","03286391 ","08/16/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"US Army Corps of Engineers","0700044HGKSC","U.S. District Court","","157211785","","200706106","03286411 ","08/15/2007","50000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","50000.00","N",
"Social Security Administration","CIV0540216FDS","U.S. District Court","","CA0512479NMG","","200706107","03286591 ","08/22/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","105CV05606JFBWP","U.S. District Court","","2005V02231","","200706109","03286491 ","08/16/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Department of the Air Force","CIV062602GHK","U.S. District Court","","","","200706118","03286711 ","08/16/2007","500000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","500000.00","N",
"Social Security Administration","106CV1169JCCTRJ","U.S. District Court","","","","200706121","03286771 ","08/15/2007","0.00","","","0.00","","","78.43","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","78.43","N",
"Social Security Administration","CIVEP06CA339FM","U.S. District Court","","2006V01625","","200706125","03286851 ","08/22/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIVSA05CA101019XR","U.S. District Court","","2005V01751","","200706126","03286871 ","08/22/2007","0.00","","","0.00","","","310.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","310.00","N",
"Social Security Administration","sa02ca0472olg","U.S. District Court","","2002V00768","","200706127","03286931 ","08/17/2007","0.00","","","0.00","","","162.00","42-USC-405               ","Social Security Appeals","0.00","","","162.00","N",
"Social Security Administration","506cv00712f","U.S. District Court","","Intentionally Blank","","200706128","03286951 ","08/17/2007","0.00","","","0.00","","","364.64","42-USC-405               ","Social Security Appeals","0.00","","","364.64","N",
"Social Security Administration","106CV01480MSK","U.S. District Court","","","","200706131","03287001 ","08/22/2007","0.00","","","0.00","","","14.64","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","14.64","N",
"Department of Agriculture","971978 981693","U.S. District Court","","1631643","","200706132","03287081 ","08/14/2007","1000000.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Department of Veterans Affairs","07P064","U.S. District Court","","GCL1017227","GCL1017227","200706133","03287061 ","08/20/2007","175000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","175000.00","N",
"Social Security Administration","6060043dcnwmc","U.S. District Court","","2006V00723","","200706135","03287521 ","08/17/2007","0.00","","","0.00","","","250.00","42-USC-405               ","Social Security Appeals","0.00","","","250.00","N",
"Social Security Administration","0614090","U.S. District Court","","2006V00683","","200706136","03287551 ","08/17/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","cv060181aam","U.S. District Court","","","","200706138","03287591 ","08/17/2007","0.00","","","0.00","","","430.50","42-USC-405               ","Social Security Appeals","0.00","","","430.50","N",
"Department of Navy","","U.S. District Court","","DJNO1571637300","","200706139","03287601 ","08/21/2007","888.18","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","888.18","N",
"Social Security Administration","0461663","U.S. District Court","","2005V00079","","200706140","03287621 ","08/17/2007","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"General Services Administration","04C7937","U.S. District Court","","2004V2198","","200706142","03287641 ","08/21/2007","20000.00","5-USC-552a               ","Privacy Act","0.00","","","0.00","","","0.00","","","20000.00","N",
"General Services Administration","04C7937","U.S. District Court","","2004V2198","","200706142","03287651 ","08/21/2007","0.00","","","45000.00","5-USC-552a               ","Privacy Act","0.00","","","0.00","","","","N",
"Bureau of Engraving & Printing","062169","U.S. District Court","","BEP","","200706143","03287671 ","08/17/2007","148750.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","","Y",
"Bureau of Engraving & Printing","062169","U.S. District Court","","BEP","","200706143","03287681 ","08/17/2007","101250.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","101250.00","Y",
"Social Security Administration","0660713","U.S. District Court","","0660713","","200706148","03288801 ","08/21/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","306cv492j25","U.S. District Court","","3-06CV492J25MCR","","200706153","03287851 ","08/22/2007","900000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","900000.00","N",
"Environmental Protection Agency","c065641","U.S. District Court","","9051417935","","200706154","03287861 ","08/23/2007","0.00","","","25000.00","15-USC-2619              ","Toxic Substance Control-Citizens Suits(Attny Fees)","0.00","","","0.00","","","25000.00","N",
"Social Security Administration","usdc","U.S. District Court","","2006V00405","","200706155","03287881 ","08/22/2007","268.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","268.40","N",
"Department of Veterans Affairs","063538","U.S. District Court","","2006V00759","","200706158","03287931 ","08/17/2007","4000000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","4000000.00","N",
"Department of Navy","05cv0395","U.S. District Court","","2005V00811","","200706159","03287981 ","08/23/2007","275000.00","28-USC-1346A             ","TuckerAct-distr cts","0.00","","","0.00","","","0.00","","","275000.00","N",
"Department of Agriculture","971978 981693","U.S. District Court","","1361643","","200706160","03287991 ","08/17/2007","500000.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","500000.00","N",
"Social Security Administration","0560531","U.S. District Court","","2005V01025","","200706163","03288301 ","08/23/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","0660474","U.S. District Court","","2006V00691","","200706165","03288311 ","08/21/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","0580971","U.S. District Court","","2005V02270","","200706168","03288351 ","08/21/2007","0.00","","","0.00","","","282.06","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","282.06","N",
"Social Security Administration","0680423","U.S. District Court","","2006V00903","","200706169","03288371 ","08/21/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","CIV0404472GHK","U.S. District Court","","2004VO2880","","200706176","03288571 ","08/23/2007","160000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","160000.00","Y",
"Social Security Administration","106cv70","U.S. District Court","","2006V00144","","200706177","03288591 ","08/21/2007","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","0561417","U.S. District Court","","2005V02060","","200706178","03288611 ","08/22/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","105cv626","U.S. District Court","","2005V00516","","200706179","03288631 ","08/23/2007","0.00","","","0.00","","","250.00","42-USC-405               ","Social Security Appeals","0.00","","","250.00","N",
"Social Security Administration","0621268","U.S. District Court","","2006V01008","","200706180","03288661 ","08/22/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","0661015","U.S. District Court","","2006V01341","","200706181","03288681 ","08/22/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","0614141","U.S. District Court","","0614141","","200706182","03288731 ","08/21/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Office of the Secretary of Defense - Agencies","CIV206809DCNGCK","U.S. District Court","","2006V00546","","200706189","03288981 ","08/16/2007","190000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","190000.00","Y",
"Department of Veterans Affairs","106CV2565","U.S. District Court","","29663","","200706192","03289031 ","08/23/2007","2500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2500.00","N",
"Department of Navy","CIV06CV0986BEN","U.S. District Court","","2006V00228","","200706195","03289131 ","08/23/2007","500000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","500000.00","N",
"U.S. Equal Employment Opportunity Comm.","041084","U.S. District Court","","","","200706196","03289161 ","08/21/2007","0.00","","","0.00","","","11478.87","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","11478.87","N",
"Coast Guard","CIV062764","U.S. District Court","","6136495","","200706197","03289191 ","08/23/2007","15000.00","46USC748                 ","Suits in Admiralty","0.00","","","0.00","","","0.00","","","15000.00","N",
"Social Security Administration","3061200","U.S. District Court","","2005V00286","","200706198","03289211 ","08/23/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Internal Revenue Service/S&E","305CV01860JP","U.S. District Court","","2005106074","","200706210","03289481 ","08/23/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bureau of Prisons","105CV00673","U.S. District Court","","2005V00376","","200706212","03289521 ","08/23/2007","500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","500.00","N",
"Bureau of Prisons","05C0463S","U.S. District Court","","2005V00418","","200706213","03289531 ","08/22/2007","270.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","270.00","N",
"General Services Administration","CIVDKC061379","U.S. District Court","","2006V00646","","200706215","03289581 ","08/28/2007","100000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","100000.00","N",
"Bur of Indian Affair","06CV103J","U.S. District Court","","2006V0052","","200706217","03289611 ","08/22/2007","100000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Maritime Admin","CIV052471JSW","U.S. District Court","","DJ61114247","","200706218","03289681 ","09/25/2007","55480.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","55480.00","N",
"Fish & Wildlife Svc","106cv02115","U.S. District Court","","908606261","","200706219","03289721 ","08/23/2007","0.00","","","21000.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","21000.00","N",
"Social Security Administration","061040","U.S. District Court","","Intentionally Blank","","200706221","03289801 ","08/23/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bureau of Prisons","3CV051735","U.S. District Court","","2005V 00904","","200706222","03289771 ","08/23/2007","300.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","300.00","N",
"Social Security Administration","305cv469","U.S. District Court","","305CV469","","200706224","03289831 ","08/23/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","206CV02489","U.S. District Court","","2006V01008","","200706226","03289871 ","08/23/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV605CV115","U.S. District Court","","2005V00729","","200706229","03289911 ","08/23/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","906CV80353FJL","U.S. District Court","","2006V01511","","200706231","03289961 ","08/23/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","306CV24J","U.S. District Court","","","","200706232","03289981 ","08/23/2007","0.00","","","0.00","","","263.95","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","263.95","N",
"Social Security Administration","30500085","U.S. District Court","","2005V00266","","200706238","03290141 ","08/23/2007","0.00","","","0.00","","","526.01","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","526.01","N",
"Department of Transportation","05-664 ESH","U.S. District Court","","050664","","200706242","03290321 ","08/23/2007","50000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","50000.00","Y",
"Department of Transportation","05-664 ESH","U.S. District Court","","050664","","200706242","03290322 ","08/23/2007","50000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","","Y",
"Government Printing Office","741101tfh","U.S. District Court","","741101","","200706243","03290251 ","08/22/2007","0.00","","","0.00","","","255.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","255.00","N",
"Social Security Administration","060584","U.S. District Court","","2006V00692","","200706253","03290471 ","08/23/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","cv064610","U.S. District Court","","CV064610","","200706260","03290611 ","08/23/2007","0.00","","","0.00","","","250.00","42-USC-405               ","Social Security Appeals","0.00","","","250.00","N",
"Social Security Administration","506cv05048","U.S. District Court","","2006V00141","","200706262","03290651 ","08/23/2007","0.00","","","0.00","","","25.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","25.25","N",
"Department of Veterans Affairs","05268J","U.S. District Court","","2005V00554","","200706266","03290731 ","08/30/2007","375000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","375000.00","N",
"Department of Navy","05cv1367","U.S. District Court","","2006V00077","","200706267","03290841 ","08/28/2007","3500000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","3500000.00","N",
"Department of the Army","042V366J","U.S. District Court","","2005V0006","","200706269","03290881 ","08/30/2007","145000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","145000.00","N",
"General Services Administration","02CV694DOF","U.S. District Court","","2002V01767","","200706272","03290971 ","08/30/2007","25000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","25000.00","N",
"Social Security Administration","06cv01160","U.S. District Court","","","","200706274","03291031 ","09/24/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Customs and Border Protection","052242","U.S. District Court","","2005V00891","","200706275","03291051 ","09/05/2007","125000.00","28-USC-2677 Fls-Arrest   ","Federal Tort Claims Act/Settlement/Fls-Arrest","0.00","","","0.00","","","0.00","","","125000.00","N",
"Department of the Army","0612637","U.S. District Court","","2006V00602","2006V00602","200706278","03291121 ","08/23/2007","160000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","160000.00","N",
"Department of Veterans Affairs","CIV07CV0784LPOR","U.S. District Court","","2004V00312","","200706279","03291421 ","08/31/2007","5000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","5000.00","N",
"Social Security Administration","060780CVWSOWSSA","U.S. District Court","","2006V00657","","200706280","03291141 ","08/30/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","105CV00329JTC","U.S. District Court","","2005V00632","","200706281","03291171 ","08/30/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Environmental Protection Agency","0575269","U.S. District Court","","9052317698","","200706283","03291271 ","08/28/2007","0.00","","","133512.05","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","133512.05","N",
"Department of Transportation","CIVC052471JSW","U.S. District Court","","DJ61114252","","200706284","03291281 ","09/06/2007","4520.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","4520.00","N",
"Environmental Protection Agency","0575269","U.S. District Court","","9052317698","","200706285","03291351 ","08/30/2007","0.00","","","0.00","","","974.30","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","974.30","N",
"Social Security Administration","cv060295","U.S. District Court","","","","200706286","03291361 ","09/04/2007","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Indian Health Svc","CIV060101JBACT","U.S. District Court","","2006V00082","","200706288","03291401 ","09/06/2007","25000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Veterans Affairs","CIV05750F","U.S. District Court","","2006V00550","","200706292","03291511 ","08/24/2007","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"Department of the Air Force","103CV0048JTG","U.S. District Court","","2006300195","","200706293","03291551 ","08/29/2007","50000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Bur of Indian Affair","062503JWLDJW","U.S. District Court","","2006V01041","","200706295","03291601 ","08/24/2007","11234.34","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","11234.34","Y",
"Bur of Indian Affair","062503JWLDJW","U.S. District Court","","2006V01041","","200706295","03291611 ","08/24/2007","0.00","","","13765.66","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","","Y",
"Social Security Administration","CIV303CV031830BC","U.S. District Court","","040389959","","200706296","03291631 ","08/30/2007","0.00","","","0.00","","","169.98","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","169.98","N",
"Social Security Administration","CIV303CV129JTC","U.S. District Court","","303CV0129JTC","","200706297","03291651 ","08/29/2007","0.00","","","0.00","","","292.86","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","292.86","N",
"Social Security Administration","CIVSA05CA986XR","U.S. District Court","","2005V01540","","200706300","03291721 ","08/28/2007","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","06295gwu","U.S. District Court","","2006V00723","","200706306","03291841 ","08/29/2007","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","07cv00253ap","U.S. District Court","","","","200706308","03291861 ","08/28/2007","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
