Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Department of Veterans Affairs","","Administrative Tort","","GCL-313-30728","GCL-313-30728","201200339","003142012","10/28/2011","2744.05","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2744.05","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2011-04128","TRT-WXR-2011-04128","201200341","003332012","11/01/2011","175.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","175.00","N",
"Department of Veterans Affairs","","Administrative Tort","","586GCL46154","586GCL46154","201200343","003232012","10/28/2011","12103.14","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","12103.14","N",
"Internal Revenue Service/S&E","","Administrative Tort","","IRS #11-979","IRS #11-979","201200347","003412012","11/02/2011","3495.18","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3495.18","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-11-5209","TRT-NCR-11-5209","201200349","003472012","11/01/2011","24.50","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","24.50","N",
"Customs and Border Protection","","Administrative Tort","","IN-2011-00603","IN-2011-00603","201200353","004372012","11/10/2011","940.76","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","940.76","N",
"Customs and Border Protection","","Administrative Tort","","IN-2011-01416","IN-2011-01416","201200354","004362012","11/09/2011","705.80","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","705.80","N",
"Department of Navy","","Administrative Tort","","J111124","J111124","201200355","004782012","11/18/2011","11555.06","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11555.06","N",
"Department of Navy","","Administrative Tort","","J111956","J111956","201200356","003482012","11/02/2011","3878.83","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3878.83","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 644-77274","GCL 644-77274","201200357","003322012","10/28/2011","3159.88","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3159.88","N",
"Department of Veterans Affairs","","Administrative Tort","","662GCL64275","662GCL64275","201200359","003162012","10/28/2011","75000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","662GCL64275","662GCL64275","201200359","004282012","11/10/2011","75000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Alcohol Tobacco Fire","","Administrative Tort","","CC 119 324","CC 119 324","201200360","003082012","10/28/2011","4513.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4513.31","N",
"Department of the Army","","Administrative Tort","","11-061-T075","11-061-T075","201200363","003262012","10/28/2011","3230.09","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3230.09","N",
"Customs and Border Protection","","Administrative Tort","","TU-2009-07411","TU-2009-07411","201200366","002892012","10/28/2011","19536.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","19536.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 630-32081","GCL 630-32081","201200367","003822012","11/02/2011","45000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","45000.00","N",
"Department of the Army","","Administrative Tort","","11141T058","11141T058","201200369","003282012","10/28/2011","3441.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3441.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCLAWS 518-70573","GCLAWS 518-70573","201200370","003272012","10/28/2011","9500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9500.00","N",
"Department of Navy","","Administrative Tort","","J111837","J111837","201200371","005522012","11/18/2011","8030.45","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8030.45","N",
"National Archives and Records Administration","","Administrative Tort","","NOT PROVIDED","NOT PROVIDED","201200374","003292012","10/28/2011","85852.69","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","85852.69","N",
"Department of Navy","","Administrative Tort","","J111924","J111924","201200376","003052012","10/28/2011","3573.79","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3573.79","N",
"Natl Park Service","","Administrative Tort","","TC-SF-11-34","","201200378","002972012","10/28/2011","5775.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5775.00","N",
"Department of Navy","","Administrative Tort","","J112198","J112198","201200380","003012012","10/28/2011","9284.81","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9284.81","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-NK-119541","197C-NK-119541","201200386","005952012","11/22/2011","4626.71","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4626.71","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2011-04786","TRT-WXR-2011-04786","201200387","003562012","11/01/2011","72.50","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","72.50","N",
"Federal Emergency Management Administration at DHS","","Administrative Tort","","90001833","90001833","201200389","003592012","11/02/2011","4943.64","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4943.64","N",
"Department of the Army","","Administrative Tort","","12-121-T003","12-121-T003","201200391","002812012","10/28/2011","2692.12","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2692.12","N",
"Fed RR Admin","","Administrative Tort","","11-005","","201200392","003042012","10/28/2011","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCLAWS 518-70572","GCLAWS 518-70572","201200393","002822012","10/28/2011","8500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8500.00","N",
"Department of the Army","","Administrative Tort","","11-372-T018","11-372-T018","201200398","002882012","10/28/2011","2736.71","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2736.71","N",
"Department of the Army","","Administrative Tort","","11141T036","11141T036","201200399","005982012","11/22/2011","3500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3500.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-NY-306330-A","197C-NY-306330-A","201200402","003512012","11/01/2011","17048.52","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","17048.52","N",
"Department of the Army","","Administrative Tort","","10-391-T038","10-391-T038","201200403","002872012","10/28/2011","31000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","31000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL31877716","GCL31877716","201200404","002862012","10/28/2011","4000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","4000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2011-02949","TRT-WXR-2011-02949","201200405","002752012","11/01/2011","32.72","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","32.72","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2011-03239","TRT-SER-2011-03239","201200407","002772012","11/01/2011","19.50","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","19.50","N",
"General Services Administration","","Administrative Tort","","NONE PROVIDED","NONE PROVIDED","201200411","002732012","10/28/2011","3558.42","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3558.42","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2011-04547","TRT-WXR-2011-04547","201200412","002722012","11/01/2011","55.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","55.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2011-04720","TRT-SER-2011-04720","201200413","002712012","11/01/2011","68.90","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","68.90","N",
"Department of the Army","","Administrative Tort","","12-171-T004","12-171-T004","201200416","002702012","10/28/2011","3523.42","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3523.42","N",
"Marshals Service","","Administrative Tort","","N/A","N/A","201200418","002692012","10/28/2011","5445.35","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5445.35","N",
"Department of the Air Force","","Administrative Tort","","11-03","11-03","201200419","002682012","10/28/2011","2799.88","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2799.88","N",
"Bureau of Prisons","","Administrative Tort","","2011-00519","2011-00519","201200421","003722012","11/04/2011","22.66","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","22.66","N",
"Forest Service","","Administrative Tort","","2011040053-001","2011040053-001","201200423","020122012","02/15/2012","2518.96","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2518.96","N",
"Department of the Army","","Administrative Tort","","10-301-T146","10-301-T146","201200424","004352012","11/10/2011","174100.01","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","174100.01","N",
"Department of the Army","","Administrative Tort","","02-211-T058","02-211-T058","201200425","002962012","10/28/2011","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Department of the Army","","Administrative Tort","","10221T039","10221T039","201200428","004492012","11/09/2011","3895.16","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3895.16","N",
"Bureau of Prisons","","Administrative Tort","","TRT-MXR-2011-02349","TRT-MXR-2011-02349","201200429","002912012","11/01/2011","50.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","50.00","N",
"US Army Corps of Engineers","","Administrative Tort","","272203","272203","201200431","003682012","11/02/2011","25000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of the Army","","Administrative Tort","","2011-N20-T06","2011-N20-T06","201200432","002932012","10/28/2011","13708.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13708.00","N",
"Department of the Army","","Administrative Tort","","11-051-T031","11-051-T031","201200433","003622012","11/02/2011","2893.52","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2893.52","N",
"Department of the Army","","Administrative Tort","","11-051-T039","11-051-T039","201200435","002942012","10/28/2011","3772.39","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3772.39","N",
"Department of the Army","","Administrative Tort","","12-261-T003","12-261-T003","201200437","004402012","11/10/2011","2940.62","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2940.62","N",
"Department of Navy","","Administrative Tort","","J111101","J111101","201200439","005002012","11/18/2011","9000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9000.00","N",
"Department of Navy","","Administrative Tort","","J110871","J110871","201200441","004972012","11/18/2011","4000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4000.00","N",
"Department of Navy","","Administrative Tort","","J112339","J112339","201200442","004962012","11/18/2011","3629.22","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3629.22","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-258742","197C-LA-258742","201200445","010682012","12/27/2011","4026.34","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4026.34","N",
"Fed Protect Svc","","Administrative Tort","","FPS-11-27","FPS-11-27","201200446","003382012","10/28/2011","3617.23","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3617.23","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL67489618","GCL67489618","201200448","005062012","11/18/2011","149000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","149000.00","N",
"Department of Navy","","Administrative Tort","","J112030","J112030","201200453","004952012","11/18/2011","3044.95","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3044.95","N",
"Forest Service","","Administrative Tort","","2011010026-001","2011010026-001","201200455","004432012","11/09/2011","4083.55","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4083.55","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","None Provided","None Provided","201200456","004442012","11/09/2011","8337.63","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8337.63","N",
"Adm Ofc of US Courts","","Administrative Tort","","NOT SUBMITTED","NOT SUBMITTED","201200458","007712012","12/07/2011","17500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","17500.00","N",
"Drug Enforcement Adm","","Administrative Tort","","18598DR","18598DR","201200459","006532012","12/08/2011","3423.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3423.31","N",
"Department of the Air Force","","Administrative Tort","","NOT SUBMITTED","NOT SUBMITTED","201200460","003982012","11/07/2011","2572.11","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2572.11","N",
"Department of Navy","","Administrative Tort","","J101072","J101072","201200461","004942012","11/18/2011","25000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Drug Enforcement Adm","","Administrative Tort","","18348DR","18348DR","201200464","006402012","12/07/2011","2576.26","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2576.26","N",
"Department of the Army","","Administrative Tort","","11341T064","11341T064","201200466","003662012","11/02/2011","24151.34","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","24151.34","N",
"Drug Enforcement Adm","","Administrative Tort","","18549DR","18549DR","201200469","006412012","12/07/2011","11196.68","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11196.68","N",
"Coast Guard","","Administrative Tort","","10-32-LC-0284","10-32-LC-0284","201200470","003672012","11/02/2011","15000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15000.00","N",
"Drug Enforcement Adm","","Administrative Tort","","18471DR","18471DR","201200473","004192012","11/09/2011","20000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","20000.00","N",
"Department of the Army","","Administrative Tort","","11391T030","11391T030","201200474","008092012","12/21/2011","8716.61","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8716.61","N",
"Bureau of Prisons","","Administrative Tort","","TRT-MXR-2011-00903","TRT-MXR-2011-00903","201200475","005762012","11/23/2011","75.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","75.00","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","None Provided","None Provided","201200477","019362012","02/09/2012","3200.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3200.00","N",
"Department of Navy","","Administrative Tort","","J110370","J110370","201200478","004872012","11/18/2011","4177.55","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4177.55","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-11-4272","TRT-NCR-11-4272","201200482","003782012","11/04/2011","4.15","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","4.15","N",
"Department of Navy","","Administrative Tort","","J111485","J111485","201200485","004902012","11/18/2011","5221.83","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5221.83","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2011-04932","TRT-SER-2011-04932","201200487","003762012","11/04/2011","281.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","281.00","N",
"Department of Navy","","Administrative Tort","","J120026","J120026","201200488","005112012","11/18/2011","4387.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4387.00","N",
"Department of the Air Force","","Administrative Tort","","JACT 11-86/87","JACT 11-86/87","201200499","005152012","11/18/2011","8500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8500.00","N",
"Department of Navy","","Administrative Tort","","J111539","J111539","201200502","004722012","11/18/2011","4298.87","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4298.87","N",
"Department of the Air Force","","Administrative Tort","","JACT 11-94","JACT 11-94","201200505","004712012","11/18/2011","174204.00","28-USC-2672  Fire-Flood  ","Federal Tort Claims Act/Admin/Fire-Flood","0.00","","","0.00","","","0.00","","","174204.00","N",
"Department of the Army","","Administrative Tort","","10-061-T110","10-061-T110","201200506","003882012","11/02/2011","3286.51","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3286.51","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 662-84591","GCL 662-84591","201200507","003852012","11/02/2011","2711.20","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2711.20","N",
"Department of Veterans Affairs","","Administrative Tort","","GCLaws 642-44870","GCLaws 642-44870","201200508","003862012","11/02/2011","3095.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3095.50","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 32068298","GCL 32068298","201200509","003872012","11/02/2011","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Army","","Administrative Tort","","11-061-T074","11-061-T074","201200510","003892012","11/04/2011","2598.66","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","2598.66","N",
"Department of the Air Force","","Administrative Tort","","JACT 11-31","JACT 11-31","201200512","005052012","11/18/2011","6047.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6047.31","N",
"Department of the Army","","Administrative Tort","","11-201-T117","11-201-T117","201200513","004662012","11/18/2011","3997.27","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3997.27","N",
"Bureau of Prisons","","Administrative Tort","","2011-04548","2011-04548","201200515","003922012","11/04/2011","72.50","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","72.50","N",
"Secret Service at Homeland Security","","Administrative Tort","","338-809-5852-S","338-809-5852-S","201200516","005332012","12/16/2011","9000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9000.00","N",
"Secret Service at Homeland Security","","Administrative Tort","","115-809-84196-S","115-809-84196-S","201200519","005342012","12/16/2011","11813.66","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11813.66","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","None Provided","None Provided","201200520","004652012","11/18/2011","5000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5000.00","N",
"Secret Service at Homeland Security","","Administrative Tort","","108-809-303920-S","108-809-303920-S","201200521","005132012","11/18/2011","3168.23","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3168.23","N",
"Department of Navy","","Administrative Tort","","J120022","J120022","201200523","006542012","12/15/2011","4751.45","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4751.45","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-BS-103665","197C-BS-103665","201200524","005942012","11/22/2011","4000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4000.00","N",
"Secret Service at Homeland Security","","Administrative Tort","","303-809-51917-S","303-809-51917-S","201200526","005322012","12/21/2011","3153.99","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3153.99","N",
"Department of Veterans Affairs","","Administrative Tort","","362-73992","362-73992","201200528","004202012","11/07/2011","30000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","30000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","642-44859","642-44859","201200530","004122012","11/09/2011","5170.93","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5170.93","N",
"Department of the Army","","Administrative Tort","","12-171-T007","12-171-T007","201200531","004112012","11/09/2011","4090.77","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4090.77","N",
"Department of the Army","","Administrative Tort","","11351T082","11351T082","201200532","004042012","11/09/2011","3210.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3210.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2011-02024","IN-2011-02024","201200534","005312012","12/22/2011","137.12","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","137.12","N",
"Customs and Border Protection","","Administrative Tort","","EP-2011-00435","EP-2011-00435","201200536","004072012","11/09/2011","8227.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8227.00","N",
"Department of the Army","","Administrative Tort","","11-RSO-T006","11-RSO-T006","201200537","005042012","11/18/2011","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Army","","Administrative Tort","","11-031-T064","11-031-T064","201200540","004252012","11/09/2011","19369.40","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","4842.34","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","24211.74","N",
"Secret Service at Homeland Security","","Administrative Tort","","403-809-171396-S","403-809-171396-S","201200541","005302012","12/16/2011","5791.33","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5791.33","N",
"Department of the Army","","Administrative Tort","","11-251-T093","11-251-T093","201200543","004232012","11/09/2011","5302.05","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5302.05","N",
"Comm on Natl & Community Service","","Administrative Tort","","2011-09","2011-09","201200545","004482012","11/09/2011","2891.61","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2891.61","N",
"Department of Navy","","Administrative Tort","","J101885","J101885","201200547","005032012","11/18/2011","6766.47","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6766.47","N",
"Customs and Border Protection","","Administrative Tort","","IN-2011-02384","IN-2011-02384","201200549","005292012","12/16/2011","635.45","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","635.45","N",
"Department of Veterans Affairs","","Administrative Tort","","642-42064","642-42064","201200550","004182012","11/07/2011","40000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","40000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCLaws 642-45113","GCLaws 642-45113","201200557","008932012","12/14/2011","3192.92","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3192.92","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2011-03257","TRT-WXR-2011-03257","201200559","005442012","11/18/2011","2.32","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","2.32","N",
"Department of Navy","","Administrative Tort","","J112086","J112086","201200560","006642012","12/07/2011","17597.90","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","17597.90","N",
"Bureau of Prisons","","Administrative Tort","","2011-04886","2011-04886","201200563","005262012","12/22/2011","76.05","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","76.05","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-HQ-1647969-A","197C-HQ-1647969-A","201200565","005252012","12/16/2011","5731.94","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5731.94","N",
"Department of the Army","","Administrative Tort","","11-421-T061","11-421-T061","201200567","005242012","12/21/2011","5463.32","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5463.32","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 330-55068","GCL 330-55068","201200568","006322012","11/25/2011","8500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8500.00","N",
"Drug Enforcement Adm","","Administrative Tort","","18484AR","18484AR","201200570","007512012","12/15/2011","3500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3500.00","N",
