Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Customs and Border Protection","","Administrative Tort","","IN-2009-01841","IN-2009-01841","201000668","013112010","11/20/2009","303.40","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","303.40","N",
"Department of the Army","","Administrative Tort","","10172T009","10172T009","201000670","013072010","11/20/2009","6567.53","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6567.53","N",
"Department of the Army","","Administrative Tort","","09-122-T005/006/007/008/009","09-122-T005/006/007/008/009","201000672","013092010","11/20/2009","200000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","200000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-12998","101-12998","201000674","019542010","12/09/2009","250000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","27796 / GCL 537 27796","27796 / GCL 537 27796","201000676","087942010","07/01/2010","3750.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","3750.00","N",
"Marshals Service","","Administrative Tort","","N/A","N/A","201000677","019602010","12/10/2009","2604.29","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2604.29","N",
"Department of Navy","","Administrative Tort","","J100252","J100252","201000679","013762010","11/24/2009","4999.37","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4999.37","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-WF-240837","197C-WF-240837","201000680","012792010","11/18/2009","7870.74","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7870.74","N",
"Department of Veterans Affairs","","Administrative Tort","","101-12696","101-12696","201000682","014122010","11/24/2009","275000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","275000.00","N",
"Department of Navy","","Administrative Tort","","J091363","J091363","201000683","014142010","11/24/2009","2500.67","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2500.67","N",
"Bur of Indian Affair","","Administrative Tort","","T-A-09-040 (297)","T-A-09-040 (297)","201000684","012772010","11/18/2009","2750.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2750.00","N",
"Department of Navy","","Administrative Tort","","J100133","J100133","201000685","013942010","11/24/2009","4477.06","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4477.06","N",
"Fed Aviation Admin","","Administrative Tort","","09-013","09-013","201000686","017102010","12/02/2009","75000.00","28-USC-2672 Aircrash     ","Federal Tort Claims AcAircrasht/Admin/Aircrash","0.00","","","0.00","","","0.00","","","75000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-13085","101-13085","201000688","013922010","11/24/2009","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Department of the Air Force","","Administrative Tort","","AFB-09-7","AFB-09-7","201000689","012852010","11/19/2009","5200.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5200.00","N",
"Department of the Army","","Administrative Tort","","10-011-T011","10-011-T011","201000691","012872010","11/19/2009","5770.49","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5770.49","N",
"Department of the Air Force","","Administrative Tort","","08-122","08-122","201000692","013312010","11/20/2009","15000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15000.00","N",
"Natl Credit Union Administration","","Administrative Tort","","157-16-40102, 157-16-40094 ECT","","201000693","014962010","11/25/2009","215000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","215000.00","N",
"Natl Credit Union Administration","","Administrative Tort","","157-16-40102, 157-16-40094 ECT","","201000693","014982010","11/25/2009","10186.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10186.50","N",
"Natl Credit Union Administration","","Administrative Tort","","157-16-40102, 157-16-40094 ECT","","201000693","015002010","11/25/2009","8994.69","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8994.69","N",
"Natl Credit Union Administration","","Administrative Tort","","157-16-40102, 157-16-40094 ECT","","201000693","015022010","11/25/2009","1893.40","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","1893.40","N",
"Department of Navy","","Administrative Tort","","J090529","J090529","201000695","014102010","11/24/2009","4569.47","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4569.47","N",
"Department of Navy","","Administrative Tort","","J093521","J093521","201000696","013782010","11/24/2009","4874.14","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4874.14","N",
"Department of Navy","","Administrative Tort","","J081956","J081956","201000698","013542010","11/20/2009","10533.68","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10533.68","N",
"Department of Navy","","Administrative Tort","","J093247","J093247","201000699","013862010","11/24/2009","31000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","31000.00","N",
"Department of the Army","","Administrative Tort","","09-421-T064","09-421-T064","201000701","013012010","11/20/2009","4625.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4625.00","N",
"Department of Navy","","Administrative Tort","","J093248","J093248","201000703","013882010","11/24/2009","9400.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9400.00","N",
"Department of Navy","","Administrative Tort","","J093249","J093249","201000704","013902010","11/24/2009","9400.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9400.00","N",
"Department of the Air Force","","Administrative Tort","","10-143","10-143","201000706","018252010","12/04/2009","3436.03","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3436.03","N",
"Department of the Air Force","","Administrative Tort","","09-22","09-22","201000713","013152010","11/20/2009","7638.44","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7638.44","N",
"Department of the Air Force","","Administrative Tort","","09-80","09-80","201000714","013172010","11/20/2009","9470.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9470.00","N",
"Secret Service at Homeland Security","115-809-83994-S","Administrative Tort","","115-809-83994-S","115-809-83994-S","201000717","015142010","11/25/2009","3234.57","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3234.57","N",
"Department of the Air Force","","Administrative Tort","","09-40","09-40","201000718","013232010","11/20/2009","5266.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5266.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 674-78798","GCL 674-78798","201000723","013272010","11/20/2009","10000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of Navy","","Administrative Tort","","J093524","J093524","201000725","015282010","11/25/2009","2533.53","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2533.53","N",
"Department of Veterans Affairs","","Administrative Tort","","GCLAWS 518-54777","GCLAWS 518-54777","201000727","013452010","11/20/2009","4300.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","4300.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-11660","101-11660","201000729","019922010","12/10/2009","200000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","200000.00","N",
"Department of Energy","","Administrative Tort","","ASBCA 51690","","201000730","022912010","12/18/2009","62947290.19","28-USC-1491 Express Contr","Breach of Express Contract (Not a CDA Claim)","0.00","","","0.00","","","0.00","","","62947290.19","N",
"Department of Navy","","Administrative Tort","","J093409","J093409","201000736","014922010","11/25/2009","9624.23","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9624.23","N",
"Department of Commerce","","Administrative Tort","","Not Submitted","Not Submitted","201000738","015382010","11/25/2009","10308.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10308.00","N",
"Department of Navy","","Administrative Tort","","J093114","J093114","201000739","014882010","11/25/2009","12266.03","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","12266.03","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL-528-21474","GCL-528-21474","201000744","015442010","11/25/2009","12500.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","12500.00","N",
"Department of the Air Force","","Administrative Tort","","09-16","09-16","201000746","015582010","11/25/2009","3477.51","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3477.51","N",
"Department of Veterans Affairs","","Administrative Tort","","518-56161","518-56161","201000748","015522010","11/25/2009","3893.12","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3893.12","N",
"Department of the Army","","Administrative Tort","","10-341-T003","10-341-T003","201000749","015622010","11/25/2009","4424.22","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4424.22","N",
"Fed Bureau of Invest","10000.00","Administrative Tort","","197C-SF-142286","197C-SF-142286","201000750","013722010","11/20/2009","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Army","","Administrative Tort","","09311T050","09311T050","201000752","014162010","11/24/2009","3798.21","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3798.21","N",
"Department of the Army","","Administrative Tort","","09081T011","09081T011","201000754","014642010","11/24/2009","3856.11","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3856.11","N",
"Adm Ofc of US Courts","","Administrative Tort","","N/A","N/A","201000755","014422010","11/24/2009","15510.51","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15510.51","N",
"Alcohol Tobacco Fire","","Administrative Tort","","CC-107,890,L:JJR","CC-107,890,L:JJR","201000756","014322010","11/24/2009","2765.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2765.00","N",
"Department of Navy","","Administrative Tort","","J090867","J090867","201000759","015342010","11/25/2009","15000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2009-04271","TRT-NCR-2009-04271","201000761","014342010","11/25/2009","32.89","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","32.89","N",
"Department of Commerce","","Administrative Tort","","N/A","N/A","201000762","014522010","11/24/2009","2758.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2758.00","N",
"Customs and Border Protection","","Administrative Tort","","EP-2009-00411/CTT","","201000766","014282010","11/24/2009","7843.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7843.00","N",
"Department of Commerce","","Administrative Tort","","NA","NA","201000768","014222010","11/24/2009","3387.87","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3387.87","N",
"Department of the Army","","Administrative Tort","","09131T084","09131T084","201000771","014542010","11/24/2009","3392.94","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3392.94","N",
"Department of Navy","","Administrative Tort","","J093728","J093728","201000774","015322010","11/25/2009","6861.21","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6861.21","N",
"Department of the Army","","Administrative Tort","","10-011-T019","10-011-T019","201000775","015942010","12/02/2009","4437.68","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4437.68","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL63026573","GCL63026573","201000781","014582010","11/24/2009","13312.75","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","13312.75","N",
"Department of the Army","","Administrative Tort","","2008V00806","2008V00806","201000782","014782010","11/25/2009","200000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","200000.00","N",
"Department of the Army","","Administrative Tort","","093--1T942","093--1T942","201000783","019592010","12/10/2009","2995.01","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2995.01","N",
"Department of Veterans Affairs","","Administrative Tort","","674-08571","674-08571","201000784","014562010","11/24/2009","2501.90","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2501.90","N",
"Adm Ofc of US Courts","","Administrative Tort","","N/A","N/A","201000785","014602010","11/24/2009","10850.27","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10850.27","N",
"Bur of Reclamation","","Administrative Tort","","T-SAL 499","T-SAL 499","201000787","019642010","12/09/2009","20000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","20000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL31862548","GCL31862548","201000791","018572010","12/07/2009","147500.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","147500.00","N",
"Natural Resource C","","Administrative Tort","","N/A","","201000795","014822010","11/25/2009","2800.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2800.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL-541-50116","GCL-541-50116","201000796","015102010","11/25/2009","75000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-13338","101-13338","201000797","015502010","11/25/2009","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL31865478","GCL31865478","201000798","015062010","11/25/2009","840.37","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","840.37","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL31865478","GCL31865478","201000798","015082010","11/25/2009","4855.79","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4855.79","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2009-03374","TRT-WXR-2009-03374","201000799","014842010","11/25/2009","68.75","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","68.75","N",
"Bureau of Prisons","","Administrative Tort","","2009-06015","2009-06015","201000800","014902010","11/25/2009","47.70","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","47.70","N",
"Natl Park Service","","Administrative Tort","","09-323","09-323","201000801","014862010","11/25/2009","6838.72","28-USC-2672  Fire-Flood  ","Federal Tort Claims Act/Admin/Fire-Flood","0.00","","","0.00","","","0.00","","","6838.72","N",
"Department of the Air Force","","Administrative Tort","","09-1294","09-1294","201000803","015462010","11/25/2009","8840.22","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8840.22","N",
"Department of the Army","","Administrative Tort","","09141T054","09141T054","201000804","015662010","11/25/2009","4489.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4489.00","N",
"Natural Resource C","","Administrative Tort","","09-002","09-002","201000805","015742010","11/25/2009","15219.33","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15219.33","N",
"Department of Navy","","Administrative Tort","","J100096","J100096","201000809","016472010","12/03/2009","9182.38","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9182.38","N",
"Customs and Border Protection","","Administrative Tort","","IN-2009-03636","IN-2009-03636","201000810","015922010","12/02/2009","94.26","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","94.26","N",
"Department of the Air Force","","Administrative Tort","","MAFB 09-38","MAFB 09-38","201000811","015602010","11/25/2009","3800.00","28-USC-2672  Fire-Flood  ","Federal Tort Claims Act/Admin/Fire-Flood","0.00","","","0.00","","","0.00","","","3800.00","N",
"Department of the Air Force","","Administrative Tort","","09-011-T178","09-011-T178","201000812","015682010","11/25/2009","7282.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7282.00","N",
"Forest Service","","Administrative Tort","","2009030018-001","2009030018-001","201000813","028062010","01/08/2010","4373.72","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4373.72","N",
"Department of the Army","","Administrative Tort","","10-161-T009","10-161-T009","201000814","015642010","11/25/2009","2799.79","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2799.79","N",
"Department of Veterans Affairs","","Administrative Tort","","101-12194","101-12194","201000817","017742010","12/03/2009","749997.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","749997.00","N",
"Department of the Army","","Administrative Tort","","10-261-T027","10-261-T027","201000818","016182010","12/02/2009","3866.25","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3866.25","N",
"Natural Resource C","","Administrative Tort","","Not Submitted","","201000819","015802010","11/25/2009","16456.11","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","16456.11","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL-58634945","GCL-58634945","201000821","016222010","12/01/2009","65000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","65000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL-63026574","GCL-63026574","201000822","016142010","12/02/2009","2572.17","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2572.17","N",
"Department of Commerce","","Administrative Tort","","Not Submitted","Not Submitted","201000823","016122010","12/02/2009","2513.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2513.00","N",
"Department of the Army","","Administrative Tort","","09-031-T025","09-031-T025","201000825","016102010","12/02/2009","4800.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4800.00","N",
"Department of the Army","","Administrative Tort","","09371T057","09371T057","201000826","015762010","11/25/2009","8215.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","8215.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL67475658","","201000827","016532010","12/02/2009","39000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","39000.00","N",
"Alcohol Tobacco Fire","","Administrative Tort","","CC#-107-188-L-JJR","CC#-107-188-L-JJR","201000828","016202010","12/01/2009","32706.86","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","32706.86","N",
"Department of the Army","","Administrative Tort","","09141T047","09141T047","201000830","015822010","11/25/2009","3885.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3885.00","N",
"Customs and Border Protection","","Administrative Tort","","09:08876: BLD","","201000831","023432010","12/18/2009","11437.39","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","11437.39","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","N/A","N/A","201000832","021292010","12/11/2009","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Air Force","","Administrative Tort","","09-28","09-28","201000835","015962010","12/01/2009","3863.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3863.00","N",
"Department of the Army","","Administrative Tort","","10171T015","10171T015","201000836","015882010","12/02/2009","11200.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11200.00","N",
"Department of the Army","","Administrative Tort","","09-391-T022","09-391-T022","201000837","016452010","12/02/2009","30000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","30000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL36270716","GCL36270716","201000838","020802010","12/11/2009","2600.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","2600.00","N",
"Office of the Secretary of Defense - Agencies","CIV-98-6533","Administrative Tort","","1999V00096","","201000846","016372010","12/02/2009","12000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","12000.00","N",
"Department of Navy","","Administrative Tort","","J093392","J093392","201000848","019212010","12/09/2009","203900.00","28-USC-2672 Aircrash     ","Federal Tort Claims AcAircrasht/Admin/Aircrash","0.00","","","0.00","","","0.00","","","203900.00","N",
"Department of Navy","","Administrative Tort","","J090618","J090618","201000849","028682010","01/08/2010","355060.13","28-USC-2672 Aircrash     ","Federal Tort Claims AcAircrasht/Admin/Aircrash","0.00","","","0.00","","","0.00","","","355060.13","N",
"Department of Navy","","Administrative Tort","","J093830","J093830","201000850","017722010","12/03/2009","9990.00","28-USC-2672 Aircrash     ","Federal Tort Claims AcAircrasht/Admin/Aircrash","0.00","","","0.00","","","0.00","","","9990.00","N",
"Department of the Army","","Administrative Tort","","09-261-T087","09-261-T087","201000851","018892010","12/07/2009","15000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","15000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-254238","197C-LA-254238","201000853","016432010","12/02/2009","7500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7500.00","N",
"Department of the Army","","Administrative Tort","","09-N07-T013","09-N07-T013","201000858","025872010","01/08/2010","23754.00","28-USC-2672 Prop-Seize   ","Federal Tort Claims Act/Admin/Prop-Seize","0.00","","","0.00","","","0.00","","","23754.00","N",
"Natl Park Service","","Administrative Tort","","T-D-9-0033","T-D-9-0033","201000862","016592010","12/03/2009","2651.55","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2651.55","N",
"Department of the Army","","Administrative Tort","","09-421-T046","09-421-T046","201000863","016692010","12/03/2009","3110.42","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3110.42","N",
"Geological Survey","","Administrative Tort","","UGS.PN.11193","","201000865","016752010","12/03/2009","6339.30","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6339.30","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-253622","197C-LA-253622","201000866","027582010","01/07/2010","4442.79","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4442.79","N",
"Department of Navy","","Administrative Tort","","J100405","J100405","201000877","017682010","12/03/2009","2597.20","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2597.20","N",
"Bureau of Prisons","","Administrative Tort","","NOT PROVIDED","NOT PROVIDED","201000878","016862010","12/03/2009","50.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","50.00","N",
"Food Safety & Inspec","","Administrative Tort","","08-078","08-078","201000879","016902010","12/02/2009","3900.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3900.00","N",
"Department of the Army","","Administrative Tort","","09-121T-066","09-121T-066","201000880","016802010","12/02/2009","43440.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","43440.00","N",
"Bureau of Prisons","","Administrative Tort","","2009-06684","2009-06684","201000882","017962010","12/03/2009","2639.28","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2639.28","N",
"Customs and Border Protection","","Administrative Tort","","2009-00643","2009-00643","201000886","016922010","12/02/2009","14000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-DL-108710","197C-DL-108710","201000890","017022010","12/02/2009","8461.69","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8461.69","N",
"Department of Veterans Affairs","","Administrative Tort","","101-10488","101-10488","201000891","017702010","12/03/2009","25000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","25000.00","N",
"Customs and Border Protection","","Administrative Tort","","2009-00190","2009-00190","201000892","017042010","12/02/2009","3500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3500.00","N",
