Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Social Security Administration","07C0507","U.S. District Court","","2007V00528","","200905485","077792009","09/04/2009","0.00","","","0.00","","","383.32","42-USC-405               ","Social Security Appeals","0.00","","","383.32","N",
"Social Security Administration","DC #06-4580","U.S. District Court","","CIV-CV-4580","","200905487","077772009","09/04/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-08-2313-JAR","U.S. District Court","","2008V00856","","200905493","078112009","09/16/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"U.S. Equal Employment Opportunity Comm.","CIV-07-CV-04086-DSD-JJG","U.S. District Court","","CIV-007-CV-04086-DSD-JJG","CIV-007-CV-04086-DSD-JJG","200905495","078052009","09/04/2009","4774.24","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","4774.24","N",
"Department of Veterans Affairs","08-2016-A/P","U.S. District Court","","2008V00228","","200905499","077682009","09/02/2009","175000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","175000.00","N",
"Social Security Administration","1:08-CV-00525-WMS","U.S. District Court","","200V01160","","200905500","077602009","09/02/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:05-CV-00475-MAT-HBS","U.S. District Court","","2005V00936","","200905501","077622009","09/02/2009","0.00","","","0.00","","","1715.78","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1715.78","N",
"Department of Navy","6:08CV445","U.S. District Court","","6:08CV445","","200905502","078892009","09/10/2009","9000000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","9000000.00","N",
"Department of Navy","6:08CV445","U.S. District Court","","6:08CV445","","200905502","078912009","09/10/2009","1000000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Bureau of Prisons","CV 08-03286 FMC (PJWx)","U.S. District Court","","2008V01487","","200905507","080822009","09/16/2009","242500.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","242500.00","N",
"Department of Energy","90-11-6-28","U.S. District Court","","90-11-6-28","","200905522","079622009","09/11/2009","3400.95","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","3400.95","N",
"Department of the Army","CIV-H-09-607","U.S. District Court","","2009V00250","","200905526","078652009","09/09/2009","9000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","9000.00","N",
"Department of the Army","","U.S. District Court","","09-161-T073","09-161-T073","200905529","078552009","09/09/2009","2717.49","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2717.49","N",
"Social Security Administration","CIV-08-163-GWU","U.S. District Court","","2008V00420","","200905532","079252009","09/10/2009","0.00","","","0.00","","","363.98","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","363.98","N",
"Department of Veterans Affairs","09-137","U.S. District Court","","2009V00117","","200905537","078932009","09/09/2009","1000000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","1000000.00","N",
"Department of Veterans Affairs","CIV-107-CV-00288","U.S. District Court","","2007V111","","200905539","078712009","09/09/2009","185000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","185000.00","N",
"Fish & Wildlife Svc","1:08-CV-2830-CAP","U.S. District Court","","908-6-06588","","200905549","079662009","09/11/2009","0.00","","","51470.16","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","51470.16","N",
"Social Security Administration","CIV-08-126-SPS","U.S. District Court","","CIV08126SPS","","200905550","078832009","09/10/2009","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Department of the Interior","90-8-6-06246","U.S. District Court","","90-8-6-06246","","200905552","079012009","09/11/2009","65000.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","0.00","","","65000.00","N",
"Department of Veterans Affairs","CIV 09-264-M","U.S. District Court","","Not Provided","","200905554","079032009","09/11/2009","100000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Department of Veterans Affairs","CIV 09-264-M","U.S. District Court","","Not Provided","","200905554","079072009","09/11/2009","96286.82","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","96286.82","N",
"Department of Veterans Affairs","CIV 09-264-M","U.S. District Court","","Not Provided","","200905554","079092009","09/10/2009","23713.18","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","23713.18","N",
"Social Security Administration","CIV-08-0927-S","U.S. District Court","","2009V00051","","200905555","079562009","09/11/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Marshals Service","4:06-cv-01724-CAS","U.S. District Court","","SA - 2007V00139","","200905559","079292009","09/10/2009","10000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Air Force","08-1 MCA/RLP","U.S. District Court","","SA - 2007V00093","","200905564","079312009","09/10/2009","7500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","7500.00","Y",
"Department of the Army","EP-06-CV-192-FM","U.S. District Court","","SA - 2006V00994","","200905566","079432009","09/10/2009","44000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","44000.00","N",
"Department of the Army","4:07-CV-00015-JWS","U.S. District Court","","SA - 2007V00109","","200905568","081042009","09/16/2009","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"Department of the Air Force","07-cv-647-JLK","U.S. District Court","","SA - 2007V00271","","200905570","080902009","09/16/2009","40000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","40000.00","N",
"Citizen & Immig Svc","CV-07-1346","U.S. District Court","","NONE PROVIDED","","200905574","079602009","09/11/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","","U.S. District Court","","CIV-G-07-0418","","200905580","079882009","09/11/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Justice","Civil Action No 8:08-3358-GRA","U.S. District Court","","2008V02228","2008V02228","200905583","082112009","09/24/2009","0.00","","","7297.50","28-USC-2465              ","Return Of Property - Attny Fees&Costs","44.04","28-USC-2465              ","Return Of Property - Attny Fees&Costs","112.34","28-USC-2465              ","Return Of Property - Attny Fees&Costs","7453.88","N",
"Customs and Border Protection","08-CV0271","U.S. District Court","","NONE PROVIDED","","200905587","080132009","09/14/2009","15000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","15000.00","N",
"Department of Veterans Affairs","CIV-08-8138-PCT-GMS","U.S. District Court","","2008V00964","","200905589","080172009","09/14/2009","700000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","700000.00","N",
"Social Security Administration","CIV-208-CV-410","U.S. District Court","","Intentionally Blank","","200905597","080192009","09/14/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Indian Health Svc","CIV-08-417-KEW","U.S. District Court","","CIV08417KEW","","200905600","080762009","09/15/2009","5000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","5000.00","N",
"Social Security Administration","CIV-JKS-07-2800","U.S. District Court","","Intentionally Blank","","200905601","080292009","09/14/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","07-974","U.S. District Court","","NONE PROVIDED","","200905602","080272009","09/16/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-06-1474-AC","U.S. District Court","","Not Submitted","","200905609","080442009","09/15/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-07-1739-AA","U.S. District Court","","Notr Submitted","","200905611","080602009","09/15/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","06-486","U.S. District Court","","NONE PROVIDED","","200905612","081082009","09/16/2009","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
"Social Security Administration","CIV-04-1249-HA","U.S. District Court","","Not Submitted","","200905616","080582009","09/15/2009","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","CIV-07-1738-AA","U.S. District Court","","Not Submitted","","200905619","080562009","09/15/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV#07-196-AA","U.S. District Court","","NOT PROVIDED","","200905622","080642009","09/15/2009","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","606CV01177HO","U.S. District Court","","NOT PROVIDED","","200905623","083672009","09/25/2009","0.00","","","0.00","","","455.29","42-USC-405               ","Social Security Appeals","0.00","","","455.29","N",
"Social Security Administration","CIV08144SPS","U.S. District Court","","CIV08144SPS","","200905624","080702009","09/15/2009","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"General Services Administration","Not Submitted","U.S. District Court","","GS-04PS-02-EXC-0077","","200905634","081762009","09/18/2009","4089962.42","41-USC-601et seq         ","Contract Disputes Act","0.00","","","0.00","","","1638.79","41-USC-601et seq         ","Contract Disputes Act","4091601.21","Y",
"Social Security Administration","CV # 06-1674-BR","U.S. District Court","","NOT PROVIDED","","200905637","081002009","09/16/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Air Force","4:08-CV-1607 MLM","U.S. District Court","","SA - 2008V01233","","200905639","081472009","09/18/2009","2700000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","2700000.00","N",
"Internal Revenue Service/S&E","2:08-CV-2555-DCN-RSC","U.S. District Court","","5-67-5628 / CMN2008103052","","200905641","080982009","09/16/2009","5000.00","26-USC-7431              ","Unauthorized Disclosure Of Tax Return","0.00","","","0.00","","","0.00","","","5000.00","N",
"Social Security Administration","07-1294-MA","U.S. District Court","","NOT PROVIDED","","200905642","080962009","09/16/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","2:08-CV-14352","U.S. District Court","","2008V01279","","200905643","081102009","09/16/2009","300000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Inst of Museum and Library Services","08-1489","U.S. District Court","","08-1489","","200905650","083092009","09/24/2009","10000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","10000.00","Y",
"Citizen & Immig Svc","07-CV-1881-BR","U.S. District Court","","SA - 2007V01022","","200905653","081302009","09/17/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Army","A 08 CA 897 LY","U.S. District Court","","SA - 2008V02082","","200905655","081512009","09/18/2009","1500000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1500000.00","N",
"Social Security Administration","07-1627-AA","U.S. District Court","","NOT PROVIDED","","200905656","081282009","09/17/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","4:08cv00097-JAJ","U.S. District Court","","SA - 2008V00182","","200905667","081652009","09/18/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","90-11-2-634","U.S. District Court","","90-11-2-634","","200905668","083992009","09/24/2009","84093.11","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","6123.04","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","90216.15","N",
"Department of Navy","90-11-2-634","U.S. District Court","","90-11-2-634","","200905671","082072009","09/22/2009","271260.08","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","18980.59","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","290240.67","N",
"Department of Navy","90-11-2-634","U.S. District Court","","90-11-2-634","","200905673","082092009","09/22/2009","75081.41","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","3459.58","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","78540.99","N",
"Social Security Administration","08-4471","U.S. District Court","","DC#08-4471","","200905675","081632009","09/18/2009","0.00","","","0.00","","","365.63","42-USC-405               ","Social Security Appeals","0.00","","","365.63","N",
"Department of Navy","90-11-2-634","U.S. District Court","","90-11-2-634","","200905676","084012009","09/24/2009","98422.62","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","2338.82","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","100761.44","N",
"Department of Veterans Affairs","06-1581","U.S. District Court","","2006V00468","","200905678","081742009","09/18/2009","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"Department of Navy; Department of the Army","90-11-6-27","U.S. District Court","","90-11-6-27; 90-11-6-27","","200905681","083552009","09/24/2009","149251.54","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","149251.54","N",
"Central Intelligence Agency; Coast Guard; Def Logistics Agency; Department of Navy; Department of the Air Force; Department of the Army","90-11-6-17915","U.S. District Court","","90-11-6-17915; 90-11-6-17915; 90-11-6-17915; 90-11-6-17915; 90-11-6-17915; 90-11-6-17915","","200905682","083932009","09/24/2009","3158540.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","3158540.00","N",
"Environmental Protection Agency","90-5-2-3-18007","U.S. District Court","","90-5-2-3-18007","","200905692","082652009","09/22/2009","0.00","","","0.00","","","1360.44","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","1360.44","N",
"Environmental Protection Agency","90-5-2-4-18457","U.S. District Court","","90-5-2-4-18457","","200905695","082632009","09/22/2009","0.00","","","4884.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","4884.00","N",
"Fed Aviation Admin","08-991-HO","U.S. District Court","","08-991","","200905709","082532009","09/24/2009","59000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","59000.00","N",
"Department of the Army","08-00535 JMS LEK","U.S. District Court","","NOT PROVIDED","","200905710","082512009","09/24/2009","40000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","40000.00","N",
"Social Security Administration","107CV693","U.S. District Court","","2008V00035","","200905713","082452009","09/25/2009","0.00","","","0.00","","","374.00","42-USC-405               ","Social Security Appeals","0.00","","","374.00","N",
"Department of Navy","CIV-07-6340","U.S. District Court","","2009V00174","","200905717","083452009","09/25/2009","27000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","27000.00","N",
"Department of Veterans Affairs","207CV1018","U.S. District Court","","37571","","200905718","082712009","09/24/2009","750000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","750000.00","N",
"Department of the Army","07-0204","U.S. District Court","","SA - 2007V00016","","200905728","082752009","09/24/2009","155000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","155000.00","N",
"Social Security Administration","07-396","U.S. District Court","","NONE PROVIDED","","200905731","082812009","09/24/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","107CV84","U.S. District Court","","NONE PROVIDED","","200905732","082992009","09/24/2009","260000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","260000.00","N",
"Department of Agriculture","971978  981693","U.S. District Court","","NONE PROVIDED","","200905735","082872009","09/22/2009","12500.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","12500.00","N",
"Natl Park Service","07-1772","U.S. District Court","","NONE PROVIDED","","200905736","082892009","09/24/2009","15000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","15000.00","N",
"Social Security Administration","108CV03012","U.S. District Court","","NONE PROVIDED","NONE PROVIDED","200905737","082932009","09/24/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Agency for International Development","06-0191","U.S. District Court","","06-0191","","200905747","084112009","09/25/2009","72500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","72500.00","Y",
"Social Security Administration","CV-09-8082-PHX-GMS","U.S. District Court","","2009V001443","","200905751","083372009","09/25/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Internal Revenue Service/S&E","25821-07S","U.S. District Court","","25821-07S","25821-07S","200905756","084432009","09/24/2009","150.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","150.00","N",
"Internal Revenue Service/S&E","25821-07S","U.S. District Court","","25821-07S","25821-07S","200905756","084452009","09/25/2009","3162.00","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","0.00","","","0.00","","","3162.00","N",
"Def Reutilization","90-11-6-18079","U.S. District Court","","90-11-6-18079","","200905758","084172009","09/24/2009","5572.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","5572.00","N",
"Marshals Service","408CV02846","U.S. District Court","","NOT PROVIDED","","200905761","083712009","09/24/2009","25000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of the Army","","U.S. District Court","","2008V00677","2008V00677","200905766","083952009","09/25/2009","6100.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6100.00","N",
"Department of Health and Human Services","","U.S. District Court","","CIV09-55-RAW","CIV09-55-RAW","200905767","083892009","09/25/2009","2000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","2000.00","N",
"Department of Housing and Urban Development","","U.S. District Court","","2008v01830","2008v01830","200905768","085382009","09/29/2009","0.00","","","890.00","28-USC-2412(b)           ","EAJA Attorny Fees","0.00","","","0.00","","","890.00","N",
"Department of Housing and Urban Development","","U.S. District Court","","2008v01830","2008v01830","200905768","085402009","09/29/2009","0.00","","","0.00","","","415.00","28-USC-2412(b)           ","EAJA Attorny Fees","0.00","","","415.00","N",
"Social Security Administration","","U.S. District Court","","2008V00267","2008V00267","200905770","083652009","09/25/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Environmental Protection Agency","90-5-2-4-17756/1","U.S. District Court","","90-5-2-4-17756/1","","200905772","084132009","09/24/2009","0.00","","","22500.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","22500.00","N",
"Department of Commerce","CUIV-07-10058-CIV","U.S. District Court","","90-5-1-1-09065","","200905773","085162009","09/29/2009","0.00","","","0.00","","","6961.64","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","6961.64","N",
"Fish & Wildlife Svc","008-CV-10957","U.S. District Court","","SA - 2008V00238","","200905775","084192009","09/25/2009","50000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","50000.00","N",
"Social Security Administration","CIV-608-CV-26","U.S. District Court","","2008V0770","","200905779","084602009","09/29/2009","0.00","","","0.00","","","364.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","364.80","N",
"Environmental Protection Agency","90-5-2-3-18007","U.S. District Court","","90-5-2-3-18007","","200905780","085762009","09/28/2009","0.00","","","209867.00","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","209867.00","N",
"Social Security Administration","08-249","U.S. District Court","","Intentionally Blank","","200905781","084292009","09/25/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Justice; Social Security Administration","CIV-04-1425","U.S. District Court","","CIV 04-1425; CIV-04-1425","CIV 04-1425","200905785","084032009","09/25/2009","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Social Security Administration","08-198GWU","U.S. District Court","","2008V00824","","200905788","084822009","09/29/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","07-2526","U.S. District Court","","Intentionally Blank","","200905790","084312009","09/25/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","JKS-08-1410","U.S. District Court","","Intentionally Blank","","200905792","084542009","09/29/2009","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","07-2945","U.S. District Court","","Intentionally Blank","","200905794","084252009","09/25/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","","U.S. District Court","","USAO#2008V00655","","200905796","084352009","09/25/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-07-2768","U.S. District Court","","CV-07-2768","","200905798","084922009","09/29/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","4:08CV3231","U.S. District Court","","2008V00644","","200905800","084842009","09/29/2009","0.00","","","0.00","","","19.23","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","19.23","N",
"Social Security Administration","07-1610","U.S. District Court","","Intentionally Blank","","200905801","084472009","09/29/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","303CV1898","U.S. District Court","","NONE PROVIDED","","200905802","084412009","09/25/2009","5000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","5000.00","N",
"Social Security Administration","08-108","U.S. District Court","","Intentionally Blank","","200905803","084392009","09/25/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","08-1745","U.S. District Court","","Intentionally Blank","","200905805","084372009","09/25/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","08-1780","U.S. District Court","","Intentionally Blank","","200905810","084802009","09/29/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","W-08-CA-337","U.S. District Court","","SA - 2008V02144","","200905815","084722009","09/29/2009","50000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Social Security Administration","CIV-JKS-08-110","U.S. District Court","","CIV-JKS-08-110","","200905816","084702009","09/29/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-JKS-08-401","U.S. District Court","","Intentionally Blank","","200905818","084682009","09/29/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","209CV241","U.S. District Court","","Intentionally Blank","","200905820","085202009","09/29/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","308CV5374","U.S. District Court","","NONE PROVIDED","","200905822","084642009","09/29/2009","0.00","","","0.00","","","4.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","4.80","N",
"Social Security Administration","07-35211","U.S. District Court","","NOT PROVIDED","","200905823","084622009","09/29/2009","0.00","","","0.00","","","1500.00","42-USC-405               ","Social Security Appeals","0.00","","","1500.00","N",
"Social Security Administration","C08-5355RJB-KLS","U.S. District Court","","2008V00489","","200905825","084762009","09/29/2009","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","C08-5373BHS","U.S. District Court","","2008V00492","","200905826","085062009","09/29/2009","0.00","","","0.00","","","356.60","42-USC-405               ","Social Security Appeals","0.00","","","356.60","N",
"Social Security Administration","CIV-JKS-08-1083","U.S. District Court","","Intentionally Blank","","200905827","085042009","09/29/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"DHS - TSA  Trans. SEC. Admin.","2:08CV00589-LDG-GWF","U.S. District Court","","208CV00589LDGGWF","","200905829","085022009","09/29/2009","182500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","182500.00","Y",
"Social Security Administration","CIV-JKS-07-2009","U.S. District Court","","CIV-JKS-2009","","200905830","084982009","09/29/2009","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","308CV05356","U.S. District Court","","NONE PROVIDED","","200905831","085262009","09/29/2009","0.00","","","0.00","","","384.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","384.00","N",
