Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Social Security Administration","1:10-cv-613","U.S. District Court","Ohio - Southern","NONE PROVIDED","","201304437","045022013","07/31/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","12-0071-N","U.S. District Court","Alabama - Southern","NONE PROVIDED","","201304438","044882013","07/31/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","6:12-cv-56-Orl-19KRS","U.S. District Court","Florida - Middle","6:12-cv-56-Orl-19KRS","","201304440","045302013","08/07/2013","8500.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","8500.00","N",
"Social Security Administration","2:12-cv-00090","U.S. District Court","North Carolina - Western","NONE PROVIDED","","201304442","044872013","07/31/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy; Department of the Air Force; Department of the Army","09-01864","U.S. District Court","California  - Central","90-11-6-17144/1; 90-11-6-17144/1; 90-11-6-17144/1","","201304445","049632013","08/27/2013","19500000.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","19500000.00","N",
"Department of the Army","CV12-8310 GW (PJW)","U.S. District Court","California  - Central","2012V02759","","201304447","046602013","08/23/2013","3253.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","3253.00","N",
"Department of Veterans Affairs","SACV 12-0071 JGB (MLGx)","U.S. District Court","California  - Central","2012V00111","","201304448","048782013","09/11/2013","375000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","375000.00","N",
"Social Security Administration","CV-12-4381","U.S. District Court","New York - Eastern","CV-12-4381","","201304453","045342013","08/09/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","11-2786","U.S. District Court","Pennsylvania - Eastern","11-2786","11-2786","201304455","045212013","08/09/2013","0.00","","","0.00","","","360.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","360.00","N",
"DHS - TSA  Trans. SEC. Admin.","CV-11-6144","U.S. District Court","New York - Eastern","CV-11-6144","","201304458","045332013","08/09/2013","130000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","130000.00","N",
"Social Security Administration","10-565","U.S. District Court","Delaware","10-565","10-565","201304459","047702013","09/09/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"General Services Administration","83-7996","U.S. District Court","California  - Central","NONE PROVIDED","","201304460","045562013","08/08/2013","24943.19","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","78.36","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","25021.55","N",
"Department of Veterans Affairs","08-1244","U.S. District Court","Pennsylvania - Eastern","2006V00313","","201304466","050512013","09/10/2013","196.60","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","18.90","","","215.50","Y",
"Department of State","10-cv-512(DDC)","U.S. District Court","District of Columbia","10-cv-512","","201304476","049172013","09/10/2013","300000.00","29-USC-633A              ","Age Discrimination In Empl Act - Fed Employ","0.00","","","0.00","","","0.00","","","300000.00","Y",
"Social Security Administration","2:11-CV-03343-BCW","U.S. District Court","Missouri - Western","Unknown","","201304485","049842013","09/12/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Navy","CV 11-10771 PA","U.S. District Court","California  - Central","2012V01034","","201304486","047962013","09/09/2013","15000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","15000.00","Y",
"Department of Veterans Affairs","312CV2235","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304498","045592013","08/14/2013","500000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","500000.00","N",
"Social Security Administration","10C5835","U.S. District Court","Illinois - Northern","NONE PROVIDED","","201304500","046202013","08/14/2013","0.00","","","0.00","","","642.91","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","642.91","N",
"Department of Veterans Affairs","00-1234","U.S. District Court","District of Columbia","2011V00447","","201304501","045602013","08/14/2013","250000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","250000.00","N",
"Bureau of Prisons","12-2566","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304503","045632013","08/27/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","1:13-CV-00298","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304504","045642013","08/27/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Social Security Administration","12-285","U.S. District Court","Minnesota","NONE PROVIDED","","201304517","049502013","09/09/2013","0.00","","","0.00","","","420.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","420.00","N",
"Bureau of Prisons","113CV0041","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304519","045872013","08/14/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","313CV00185","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304524","045912013","08/14/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Social Security Administration","6:12-02032-rbh","U.S. District Court","South Carolina","NONE PROVIDED","","201304526","045892013","08/14/2013","0.00","","","0.00","","","7.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","7.00","N",
"Social Security Administration","3:11-CV-01014-HU","U.S. District Court","Oregon","NONE PRIVIDED","","201304529","045902013","08/14/2013","0.00","","","0.00","","","3.56","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","3.56","N",
"Bureau of Prisons","3:12-CV-1944","U.S. District Court","Pennsylvania - Middle","2012V00644","","201304536","046212013","08/14/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","3:13-CV-00323","U.S. District Court","Pennsylvania - Middle","2013V00208","","201304537","046172013","08/14/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","3:13-CV-0340","U.S. District Court","Pennsylvania - Middle","2013V00229","","201304538","046512013","08/28/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","3:13-CV-155","U.S. District Court","Pennsylvania - Middle","2013V00273","","201304539","046092013","08/14/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","1:13-CV-130","U.S. District Court","Pennsylvania - Middle","2013V00281","","201304540","046082013","08/14/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","312CV2466","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304543","046152013","08/14/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","12-2392","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304544","046072013","08/14/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","3:13-CV-00346","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304545","046112013","08/14/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","112CV00183","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304546","046062013","08/14/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","13-0050","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304547","046122013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","3:13-CV-232","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304548","046262013","08/27/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","11C0003","U.S. District Court","Illinois - Northern","NONE PROVIDED","","201304549","046622013","08/22/2013","0.00","","","0.00","","","31.83","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","31.83","N",
"Social Security Administration","3:12-00598","U.S. District Court","Oregon","NONE PROVIDED","","201304550","046382013","08/28/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bureau of Prisons","313CV0205","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304551","046192013","08/14/2013","0.00","","","0.00","","","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","2000.00","N",
"Social Security Administration","09C2895","U.S. District Court","Illinois - Southern","NONE PROVIDED","","201304552","046242013","08/14/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Environmental Protection Agency","12-00520","U.S. District Court","Hawaii","90-5-2-4-19592","","201304555","049132013","09/10/2013","0.00","","","1511.00","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","1511.00","N",
"Social Security Administration","9:12-CV-02087","U.S. District Court","South Carolina","NONE NOTED","","201304556","046372013","08/28/2013","0.00","","","0.00","","","7.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","7.00","N",
"Social Security Administration","4:11-03323","U.S. District Court","South Carolina","NONE PROVIDED","","201304558","046392013","09/13/2013","0.00","","","0.00","","","7.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","7.00","N",
"Social Security Administration","C12-0839","U.S. District Court","Washington - Western","NONE PROVIDED","","201304559","046352013","08/28/2013","0.00","","","0.00","","","11.90","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","11.90","N",
"Social Security Administration","212CV00080","U.S. District Court","Ohio - Southern","NONE PROVIDED","","201304567","050292013","09/11/2013","0.00","","","0.00","","","550.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","550.00","N",
"Bureau of Prisons","113CV00267","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304570","046902013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","10 C 7728","U.S. District Court","Illinois - Northern","NONE PROVIDED","","201304571","050122013","09/12/2013","0.00","","","0.00","","","38.73","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","38.73","N",
"Social Security Administration","C12-1625","U.S. District Court","Washington - Western","NONE PROVIDED","","201304572","046332013","08/27/2013","0.00","","","0.00","","","12.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","12.50","N",
"Internal Revenue Service/S&E","211CV548","U.S. District Court","Virginia - Eastern","NONE PROVIDED","","201304576","046462013","08/28/2013","0.00","","","0.00","","","7985.92","26-USC-7430              ","Tax Cases - Attny Fees&Costs","0.00","","","7985.92","N",
"Bureau of Prisons","313CV00141","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304578","046292013","08/27/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Social Security Administration","3:12-CV-00126","U.S. District Court","Alaska","NONE PROVIDED","","201304581","046322013","08/14/2013","0.00","","","0.00","","","12.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","12.50","N",
"Department of Justice","3:13-CV-00241","U.S. District Court","Pennsylvania - Middle","2013V00182","2013V00182","201304582","046772013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","C12-1904","U.S. District Court","Washington - Western","NONE PROVIDED","","201304586","046362013","08/28/2013","0.00","","","0.00","","","11.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","11.00","N",
"Department of the Army","not provided","U.S. District Court","California  - Central","90-11-6-18151","","201304587","046592013","08/14/2013","554566.03","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","554566.03","N",
"Department of Justice","12CIV9040","U.S. District Court","New York - Southern","2012V01979","","201304588","046492013","08/14/2013","250000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","250000.00","N",
"Social Security Administration","C12-1659","U.S. District Court","Washington - Western","NONE PROVIDED","","201304590","046442013","08/28/2013","0.00","","","0.00","","","11.40","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","11.40","N",
"Social Security Administration","C12-0836","U.S. District Court","Washington - Western","NONE PROVIDED","","201304594","047782013","09/04/2013","0.00","","","0.00","","","7.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","7.50","N",
"Bureau of Prisons","3:13-CV-00326","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304595","046652013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","12-2618","U.S. District Court","Pennsylvania - Western","2013V00011","2013V00011","201304598","046822013","08/22/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","3:13-CV-0151","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304599","046662013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","3:13-CV-00281","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304600","046692013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","13-0347","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304601","046642013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","C12-537","U.S. District Court","Washington - Western","NONE PROVIDED","","201304603","046812013","08/22/2013","0.00","","","0.00","","","8.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","8.00","N",
"Bureau of Prisons","12-2383","U.S. District Court","Pennsylvania - Middle","2013V00028","2013V00028","201304604","046842013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","CV-13-1321","U.S. District Court","New York - Eastern","CV-13-1321","","201304605","047022013","08/23/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bureau of Prisons","13-0077","U.S. District Court","Pennsylvania - Middle","2013V00074","2013V00074","201304606","046782013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","13-0350","U.S. District Court","Pennsylvania - Middle","2013V00190","2013V00190","201304607","046752013","08/22/2013","1500.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","1:13-CV-00294","U.S. District Court","Pennsylvania - Middle","2013V00251","2013V00251","201304608","046632013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","13-0039","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304610","046742013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","13-1083","U.S. District Court","Pennsylvania - Middle","2013V00645","2013V00645","201304612","046762013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","12-0455","U.S. District Court","Pennsylvania - Middle","2012V00250","2012V00250","201304614","046732013","08/22/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","13-0519","U.S. District Court","Pennsylvania - Middle","2013V00377","2013V00377","201304615","046712013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","3:12-CV-0087","U.S. District Court","Alaska","NONE PROVIDED","","201304616","046682013","08/23/2013","0.00","","","0.00","","","362.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","362.50","N",
"Bureau of Prisons","3:13-CV-00221","U.S. District Court","Pennsylvania - Middle","2013V00274","2013V00274","201304618","046722013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","3:13-CV-00297","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304621","049302013","09/09/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","06:12-CV-00530","U.S. District Court","Oregon","NONE PROVIDED","","201304623","049012013","09/04/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Air Force","306cv00053","U.S. District Court","Alaska","NONE PROVIDED","","201304624","047972013","08/29/2013","0.00","","","0.00","","","2267.96","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","2267.96","Y",
"Bureau of Prisons","1:13-CV-00650","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304625","046942013","08/23/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","3:13-CV-0272","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304626","046892013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"DHS - TSA  Trans. SEC. Admin.","13cv0115-AJB-WMC","U.S. District Court","California  - Southern","2013v00091","","201304628","047812013","08/21/2013","1000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1000.00","N",
"Bureau of Prisons","1:12-CV-2500","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304629","046862013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","12-2482","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304630","046932013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","113CV00187","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304631","046852013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","3:13-CV-0211","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304632","046922013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","3:13-CV-00290","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304638","047202013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","1:10-CV-01478","U.S. District Court","Indiana - Southern","NONE PROVIDED","","201304640","047252013","08/22/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","SAG-11-3635","U.S. District Court","Maryland","NONE PROVIDED","","201304641","049292013","09/10/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bureau of Prisons","313CV00343","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304643","047162013","08/22/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Social Security Administration","10-CV-1156","U.S. District Court","New York - Northern","NONE PROVIDED","","201304644","047212013","08/23/2013","0.00","","","0.00","","","435.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","435.00","N",
"Bureau of Prisons","313CV00202","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304645","046952013","08/23/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Department of the Army","not provided","U.S. District Court","California  - Central","90-11-3-1430","","201304646","048632013","08/29/2013","97994.51","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","347.63","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","98342.14","N",
"Social Security Administration","TJS-10-1917","U.S. District Court","Maryland","NONE PROVIDED","","201304647","048682013","08/28/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","7:12-CV-00298","U.S. District Court","New York - Northern","NONE PROVIDED","","201304650","047182013","08/23/2013","0.00","","","0.00","","","360.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","360.00","N",
"Bureau of Prisons","3:12-CV-02597","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304652","047192013","08/22/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Social Security Administration","JKS-10-2914","U.S. District Court","Maryland","NONE PROVIDED","","201304657","047492013","08/27/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-12-00240","U.S. District Court","Arizona","NONE PROVIDED","","201304658","047482013","08/28/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIV-12-381","U.S. District Court","Oklahoma - Western","NONE PROVIDED","","201304659","048052013","09/04/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","1:12-CV-1302-MJD-TWP","U.S. District Court","Indiana - Southern","NONE PROVIDED","","201304660","048692013","09/04/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","6:11-CV-0714","U.S. District Court","South Carolina","2011V00801","","201304661","047472013","08/28/2013","0.00","","","0.00","","","23.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","23.00","N",
"Customs and Border Protection","1:06cv1478","U.S. District Court","District of Columbia","1:06cv1478","","201304666","050532013","09/10/2013","0.00","","","25000.00","5-USC-552a               ","Privacy Act","0.00","","","0.00","","","25000.00","N",
"Bureau of Prisons","113CV00240","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304667","047232013","08/22/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Social Security Administration","SAG-11-1340","U.S. District Court","Maryland","NONE PROVIDED","","201304668","048642013","08/28/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","08-1067","U.S. District Court","Oregon","08-1067","","201304669","049742013","09/12/2013","0.00","","","0.00","","","371.60","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","371.60","N",
"Social Security Administration","12-CV-4567","U.S. District Court","New York - Eastern","NONE PROVIDED","","201304671","047402013","08/28/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","11-5616","U.S. District Court","New Jersey","NONE PROVIDED","","201304673","047432013","08/28/2013","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Bureau of Prisons","1:13-CV-00259","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304674","047682013","09/09/2013","2000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","2000.00","N",
"Bureau of Prisons","1:13-CV-00058","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304675","047742013","09/09/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
"Bureau of Prisons","3:13-CV-173","U.S. District Court","Pennsylvania - Middle","NONE PROVIDED","","201304680","048652013","09/04/2013","1500.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","1500.00","N",
