Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Social Security Administration","06-CV-01784-Bond","U.S. District Court","","Not Provided","","200804401","018172008","07/30/2008","0.00","","","0.00","","","365.05","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","365.05","N",
"Social Security Administration","Civil No 07-0252RSL","U.S. District Court","","Not Provided","","200804402","018162008","07/30/2008","0.00","","","0.00","","","37.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","37.50","N",
"Social Security Administration","No C06-0582TSZ","U.S. District Court","","Not Provided","","200804406","018142008","07/30/2008","0.00","","","0.00","","","115.85","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","115.85","N",
"Social Security Administration","Civil No 2:06-cv-1809-TSZ-MJB","U.S. District Court","","Not Provided","","200804407","018122008","07/30/2008","0.00","","","0.00","","","68.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","68.25","N",
"Department of Veterans Affairs","2007V00068","U.S. District Court","","2007V00068","","200804408","018112008","07/30/2008","200000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","200000.00","N",
"Social Security Administration","Civil No C06-5642FDB","U.S. District Court","","Not Provided","","200804409","018082008","07/30/2008","0.00","","","0.00","","","36.70","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","36.70","N",
"Social Security Administration","C06-1557Z","U.S. District Court","","Not Provided","","200804410","018072008","07/30/2008","0.00","","","0.00","","","15.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","15.25","N",
"Department of Justice","2007V00068","U.S. District Court","","2007V00068","2007V00068","200804411","018042008","07/30/2008","65000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","65000.00","N",
"Social Security Administration","5:07-CV-189-BG","U.S. District Court","","SA - 5:07-CV-0189-BG","","200804416","018032008","07/30/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Internal Revenue Service/S&E","2003V00637","U.S. District Court","","2003-V00637","","200804417","017762008","07/29/2008","0.00","","","68405.00","28-USC-2465              ","Return Of Property - Attny Fees&Costs","8910.14","28-USC-2465              ","Return Of Property - Attny Fees&Costs","366.93","28-USC-2465              ","Return Of Property - Attny Fees&Costs","77682.07","N",
"Department of Navy; Marine Corps","2008V00209","U.S. District Court","","2008V00209; 2008V00209","","200804418","019092008","08/04/2008","20000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","20000.00","N",
"Social Security Administration","NA","U.S. District Court","","NA","","200804420","018612008","07/30/2008","0.00","","","0.00","","","122.50","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","122.50","N",
"Federal Highway Admn","051926","U.S. District Court","","NONE PROVIDED","","200804423","018802008","07/31/2008","960000.00","46-USC-30901et seq       ","Suits In Admiralty Act","0.00","","","10177.02","46-USC-30901et seq       ","Suits In Admiralty Act","123239.59","46-USC-31101et seq       ","Public Vessels Act","1093416.61","N",
"Social Security Administration","Civil Action No EP-06-CA-0335","U.S. District Court","","Not Provided","","200804424","021922008","08/20/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","Civil No C06-1040-JCC","U.S. District Court","","Not Provided","","200804425","018512008","07/30/2008","0.00","","","0.00","","","16.15","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","16.15","N",
"Social Security Administration","Civil No C06-1644JLR","U.S. District Court","","Not Provided","","200804427","018842008","08/01/2008","0.00","","","0.00","","","27.30","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","27.30","N",
"Social Security Administration","Case Number: C06-1437Z","U.S. District Court","","Not Provided","","200804428","018502008","07/30/2008","0.00","","","0.00","","","94.85","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","94.85","N",
"Social Security Administration","No C06-1619RSL","U.S. District Court","","Not Provided","","200804430","018832008","08/01/2008","0.00","","","0.00","","","353.63","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","353.63","N",
"Social Security Administration","CA NO 607-631 HMH","U.S. District Court","","NOT PROVIDED","","200804434","017772008","07/29/2008","0.00","","","0.00","","","350.00","42-USC-405               ","Social Security Appeals","0.00","","","350.00","N",
"Social Security Administration","Case No C06-1660-RSM","U.S. District Court","","Not Provided","","200804436","018472008","07/30/2008","0.00","","","0.00","","","66.15","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","66.15","N",
"Social Security Administration","Case No C06-1668-JCC","U.S. District Court","","Not Provided","","200804438","018442008","07/30/2008","0.00","","","0.00","","","12.25","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","12.25","N",
"Social Security Administration","Case No C07-5223RBL","U.S. District Court","","Not Provided","","200804439","018432008","07/30/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","Case Number: C07-5362KLS","U.S. District Court","","Not Provided","","200804440","018412008","07/30/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Government Printing Office","741101","U.S. District Court","","NONE PROVIDED","NONE PROVIDED","200804446","017792008","07/28/2008","3220.80","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","3220.80","N",
"Agricultural Res Svc","4:07-cv-391","U.S. District Court","","SA - 2007V00510","","200804455","018402008","07/30/2008","23500.00","28-USC-2677 Fire-Flood   ","Federal Tort Claims Act/Settlement/Fire-Flood","0.00","","","0.00","","","0.00","","","23500.00","N",
"Department of Education","070772","U.S. District Court","","07-0772-CV-W-REL","","200804456","021312008","08/15/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","05-0431","U.S. District Court","","s/o 2005V00223","","200804457","018692008","07/30/2008","0.00","","","0.00","","","800.87","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","800.87","N",
"Social Security Administration","Case No 07-5019-CV-SW-NKL-SSA","U.S. District Court","","Not Provided","","200804463","018762008","07/31/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","Case No 07-0071-CV-W-REL-SSA","U.S. District Court","","Not Provided","","200804464","018772008","07/31/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","Case No 07-0493-CV-W-SWH","U.S. District Court","","Not Provided","","200804465","018782008","07/31/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","No 07-4237-CV-C-DW-SSA","U.S. District Court","","Not Provided","","200804467","018792008","07/31/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","Case No Civ-07-309-SPS","U.S. District Court","","Not Provided","","200804468","018962008","08/01/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Indian Health Svc","2007V00863","U.S. District Court","","2007V00863","","200804472","019332008","08/05/2008","500000.00","28-USC-2677 Miscellany   ","Federal Tort Claims Act/Settlement/Miscellany","0.00","","","0.00","","","0.00","","","500000.00","N",
"Department of Agriculture","971978  981693","U.S. District Court","","NONE PROVIDED","","200804473","018892008","07/31/2008","450000.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","450000.00","N",
"Department of Labor","04-0849","U.S. District Court","","04-0849","","200804475","019252008","08/04/2008","37500.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","37500.00","Y",
"Department of Labor","04-0849","U.S. District Court","","04-0849","","200804475","019262008","08/04/2008","0.00","","","150000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","150000.00","Y",
"Department of the Army","07-1216","U.S. District Court","","07-1216","","200804476","019142008","08/04/2008","300000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Department of Commerce; Department of Energy; Department of Navy; Department of the Army; Department of the Interior; Office of the Secretary of Defense - Agencies","90-11-6-103","U.S. District Court","","90-11-6-103; 90-11-6-103; 90-11-6-103; 90-11-6-103; 90-11-6-103; 90-11-6-103","","200804479","020222008","08/08/2008","51000000.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","51000000.00","N",
"Department of Commerce; Department of Energy; Department of Navy; Department of the Army; Department of the Interior; Office of the Secretary of Defense - Agencies","90-11-6-103","U.S. District Court","","90-11-6-103; 90-11-6-103; 90-11-6-103; 90-11-6-103; 90-11-6-103; 90-11-6-103","","200804480","019202008","08/01/2008","1000000.00","42-USC-9606              ","CERCLA - Superfund (Reimbursement)","0.00","","","0.00","","","0.00","","","1000000.00","N",
"General Services Administration","","U.S. District Court","","NOT PROVIDED","","200804482","019032008","08/01/2008","318558.50","42-USC-7607              ","Clean Air Act - Judicial Review (Attny Fees & Costs)","0.00","","","0.00","","","0.00","","","318558.50","N",
"Environmental Protection Agency","90-5-2-4-17908","U.S. District Court","","90-5-2-4-17908","","200804484","019112008","08/01/2008","0.00","","","7250.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","7250.00","N",
"Department of Veterans Affairs","CV107-148","U.S. District Court","","cv107-148 (S.D. Ga) s/a","","200804488","019192008","08/04/2008","850000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","850000.00","N",
"Bureau of Prisons","","U.S. District Court","","s/o 2005v00005","","200804491","019102008","08/04/2008","0.00","","","0.00","","","16.80","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","16.80","N",
"Social Security Administration","05CV0651","U.S. District Court","","NONE PROVIDED","","200804493","019282008","08/04/2008","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","250.00","N",
"Social Security Administration","05-CV-0502-C","U.S. District Court","","NOT PROVIDED","","200804500","019232008","08/04/2008","0.00","","","0.00","","","250.00","42-USC-405               ","Social Security Appeals","0.00","","","250.00","N",
"Independent Agencies inc. Nat'l Park Service","106CV00545","U.S. District Court","","NONE PROVIDED","","200804506","019352008","08/05/2008","50000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","50000.00","N",
"Secret Service at Homeland Security","07-1631","U.S. District Court","","07-1631","","200804508","020452008","08/11/2008","1800.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","1800.00","N",
"Department of Health and Human Services","05-942","U.S. District Court","","2005V00731","","200804510","019402008","08/05/2008","27600.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","27600.00","Y",
"Department of Health and Human Services","05-942","U.S. District Court","","2005V00731","","200804510","019412008","08/05/2008","0.00","","","52400.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","52400.00","Y",
"Department of Veterans Affairs","07-CV-5419","U.S. District Court","","NOT PROVIDED","","200804512","019462008","08/05/2008","5000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","5000.00","Y",
"Department of Navy","07-2127","U.S. District Court","","157-79-4356","","200804515","019612008","08/06/2008","2704800.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","2704800.00","N",
"Social Security Administration","CA NO 07-272S","U.S. District Court","","NOT PROVIDED","","200804520","019502008","08/05/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","CIV07-452-M","U.S. District Court","","NOT PROVIDED","","200804523","019512008","08/05/2008","10000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","10000.00","N",
"Social Security Administration","507CV336","U.S. District Court","","none provided","","200804532","019592008","08/06/2008","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","0.00","","","350.00","N",
"Department of Justice; Department of Veterans Affairs","06-CV-01342-REB-CBS","U.S. District Court","","2006V00971; NONE","2006V00971","200804535","019722008","08/05/2008","145000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","145000.00","N",
"Social Security Administration","CV-07-3872 (BMC)","U.S. District Court","","NONE","","200804537","019582008","08/06/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","05-CV-0650-C","U.S. District Court","","NOT PROVIDED","","200804541","019732008","08/06/2008","0.00","","","0.00","","","250.00","42-USC-405               ","Social Security Appeals","0.00","","","250.00","N",
"Bur of Reclamation","070349","U.S. District Court","","NONE PROVIDED","","200804542","020072008","08/08/2008","40000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","40000.00","Y",
"Health Care Fin Adm","","U.S. District Court","","NOT PROVIDED","","200804543","019782008","08/06/2008","50000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Social Security Administration","106CV0648","U.S. District Court","","NONE PROVIDED","","200804554","020062008","08/08/2008","0.00","","","0.00","","","661.02","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","661.02","N",
"Internal Revenue Service/S&E","2:07-bk-26466 MBM","U.S. District Court","","SA - D.J. 5-64-7402 CMN 20081011","","200804559","019742008","08/06/2008","100.00","26-USC-7433              ","IRS Unauthorized Collection Action","0.00","","","0.00","","","0.00","","","100.00","N",
"Social Security Administration","Not Submitted","U.S. District Court","","Not Submitted","","200804564","019822008","08/07/2008","0.00","","","6787.32","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","6787.32","N",
"Department of the Air Force","8:05-CV-2285-T-30EAJ","U.S. District Court","","NOT PROVIDED","","200804567","019942008","08/07/2008","175000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","175000.00","N",
"Department of the Air Force","8:05-CV-2285-T-30EAJ","U.S. District Court","","NOT PROVIDED","","200804567","019952008","08/07/2008","175000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","175000.00","N",
"Department of the Air Force","8:05-CV-2285-T-30EAJ","U.S. District Court","","NOT PROVIDED","","200804567","019962008","08/07/2008","350000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","350000.00","N",
"Immigration & Custom","06-0069-AG","U.S. District Court","","NOT PROVIDED","","200804573","019862008","08/07/2008","0.00","","","0.00","","","852.06","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","852.06","N",
"Department of Veterans Affairs","06CV2410-L(POR)","U.S. District Court","","N/A","","200804585","019992008","08/07/2008","99999.99","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","99999.99","N",
"Department of Navy","07CV1625-WQH (RBB)","U.S. District Court","","N/A","","200804586","020022008","08/07/2008","70000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","70000.00","N",
"Social Security Administration","NO 4:07-CV-140-A","U.S. District Court","","NOT PROVIDED","","200804595","020242008","08/08/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"General Services Administration","1:08CV329","U.S. District Court","","NA","","200804596","020142008","08/08/2008","12326.99","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","12326.99","N",
"Department of Agriculture","971978  981693","U.S. District Court","","NONE PROVIDED","","200804597","020102008","08/08/2008","0.00","","","6281.58","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","6281.58","N",
"Social Security Administration","CASE NUMBER 07 C 4338","U.S. District Court","","NOT PROVIDED","","200804599","020252008","08/08/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Agriculture","971978 981693","U.S. District Court","","NONE PROVIDED","","200804600","020382008","08/11/2008","250000.00","15-USC-1691e             ","Equal Credit Opportunity Act","0.00","","","0.00","","","0.00","","","250000.00","N",
"Social Security Administration","CV#04-522-AA","U.S. District Court","","NOT PROVIDED","","200804602","020152008","08/08/2008","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Department of the Army","","U.S. District Court","","NA","","200804603","020732008","08/13/2008","10000.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","10000.00","N",
"Social Security Administration","CIVIL NO 07-2167-JWL-JTR","U.S. District Court","","NOT PROVIDED","","200804607","020272008","08/08/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Army","CV106-170","U.S. District Court","","NOT PROVIDED","","200804610","020472008","08/11/2008","360000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","360000.00","N",
"Department of the Army","CV106-170","U.S. District Court","","NOT PROVIDED","","200804610","020482008","08/11/2008","15000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","15000.00","N",
"Indian Health Svc","305CV249","U.S. District Court","","NONE PROVIDED","","200804611","020982008","08/14/2008","3000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","1588.35","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","4588.35","N",
"Social Security Administration","","U.S. District Court","","Intentionally Blank","","200804613","020282008","08/08/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","06:06-02255-TLW-BM","U.S. District Court","","NA","","200804615","020292008","08/08/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV07-1090-PHX-JWS","U.S. District Court","","N/A","","200804618","020432008","08/11/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of Veterans Affairs","07CV30139-MAP","U.S. District Court","","N/A","","200804619","020372008","08/11/2008","10000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of Veterans Affairs","207-CV-00062-SSV-ALC","U.S. District Court","","N/A","","200804624","020402008","08/11/2008","103154.73","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","103154.73","N",
"Homeland Security","05-5414-AG","U.S. District Court","","N/A","","200804625","020542008","08/11/2008","0.00","","","0.00","","","472.46","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","472.46","N",
"Social Security Administration","CA 07-0084-CG-C","U.S. District Court","","NOT PROVIDED","","200804630","020512008","08/11/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CIVIL NO 1:08CV43","U.S. District Court","","NOT PROVIDED","","200804631","020552008","08/11/2008","0.00","","","0.00","","","336.14","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","336.14","N",
"Department of Justice","96-CV-738","U.S. District Court","","154-96-738","154-96-738","200804633","020592008","08/11/2008","0.00","","","0.00","","","1999.68","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","1999.68","N",
"Social Security Administration","4:07-CV-365-A","U.S. District Court","","Intentionally Blank","","200804636","020652008","08/12/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Fish & Wildlife Svc","3:07-CV-02379-W-NLS","U.S. District Court","","N/A","","200804638","020662008","08/12/2008","0.00","","","7000.00","16-USC-1540              ","Endangered Species Act","0.00","","","0.00","","","7000.00","N",
"Social Security Administration","073469","U.S. District Court","","NONE PROVIDED","","200804640","021102008","08/14/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","2007V00610","U.S. District Court","","not provided","","200804645","020702008","08/12/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","106CV03233","U.S. District Court","","NONE PROVIDED","","200804648","021092008","08/14/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Department of the Army","CASE NO CV107-048","U.S. District Court","","NOT PROVIDED","","200804650","020802008","08/13/2008","600000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","600000.00","N",
"Fed Aviation Admin","1:07CV627","U.S. District Court","","N/A","","200804652","021082008","08/14/2008","1737500.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","1737500.00","N",
"General Services Administration","02:07-10797","U.S. District Court","","SA - 2007V00238","","200804653","021702008","08/18/2008","10000.00","28-USC-2677 Traffic      ","Federal Tort Claims Act/Settlement/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Air Force","06-5159 (JBS)","U.S. District Court","","SA - 2007V00299","","200804661","020782008","08/13/2008","47500.00","28-USC-2677 Prop-Maint   ","Federal Tort Claims Act/Settlement/Prop-Maint","0.00","","","0.00","","","0.00","","","47500.00","N",
"Social Security Administration","CV 07-365-S-MHW","U.S. District Court","","SA - 2007V00191","","200804664","020772008","08/13/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Indian Health Svc","CIV 07-725 LCS/RLP","U.S. District Court","","NOT PROVIDED","","200804667","020992008","08/14/2008","575000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","575000.00","N",
"Social Security Administration","CV 06-1059 WDS","U.S. District Court","","NOT PROVIDED","","200804672","020882008","08/13/2008","0.00","","","0.00","","","359.52","42-USC-405               ","Social Security Appeals","0.00","","","359.52","N",
"Department of the Air Force","07-00003","U.S. District Court","","NOT PRVIDED","","200804673","020852008","08/13/2008","160000.00","28-USC-2677 Med Mal      ","Federal Tort Claims Act/Settlement/Med Mal","0.00","","","0.00","","","0.00","","","160000.00","N",
"Fed Aviation Admin","107CV1445","U.S. District Court","","NONE PROVIDED","","200804678","021062008","08/14/2008","262500.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","262500.00","N",
"Social Security Administration","NA","U.S. District Court","","NA","","200804681","020922008","08/14/2008","0.00","","","4000.00","28-USC-2412(b)           ","EAJA Attorny Fees","0.00","","","0.00","","","4000.00","N",
"Social Security Administration","NA","U.S. District Court","","NA","","200804686","020942008","08/14/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Occupational Safety","07-1895","U.S. District Court","","07-1895","","200804688","022162008","08/20/2008","105000.00","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","0.00","","","105000.00","Y",
"Occupational Safety","07-1895","U.S. District Court","","07-1895","","200804688","022172008","08/20/2008","0.00","","","74857.66","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","0.00","","","74857.66","Y",
"Fed Bureau of Invest","07-5158","U.S. District Court","","SA - DJ NO. 145-12-13951","","200804694","021112008","08/14/2008","0.00","","","0.00","","","757.86","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","757.86","N",
"Fed Bureau of Invest","03CIV3106","U.S. District Court","","NOT PROVIDED","","200804699","021172008","08/14/2008","0.00","","","489976.55","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","40872.85","42-USC-2000e-16          ","Title VII, Discrimination In Federal Employment","0.00","","","530849.40","Y",
"Fed Aviation Admin","07 CV 1133 JM","U.S. District Court","","SA - DJ NO 157-12-4527","","200804700","026732008","09/17/2008","2000000.00","28-USC-2677  Aircrash    ","Federal Tort Claims Act/Settlement/Aircrash","0.00","","","0.00","","","0.00","","","2000000.00","N",
"Social Security Administration","C07-2045-EJM","U.S. District Court","","SA - 2007V00295","","200804701","021252008","08/18/2008","0.00","","","0.00","","","381.05","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","381.05","N",
"Social Security Administration","C07-3053 MWB","U.S. District Court","","SA - 2007V00395","","200804702","021242008","08/14/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","07-618-JVP-DLD","U.S. District Court","","SA - 2007V00183","","200804704","021222008","08/14/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","4:07-CV-47-WW","U.S. District Court","","SA - 2007V0450","","200804706","021212008","08/14/2008","0.00","","","0.00","","","363.95","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","363.95","N",
"Social Security Administration","4:06-CV-00192-MHS-DDB","U.S. District Court","","N/A","","200804708","022122008","08/20/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","CV-05-5503","U.S. District Court","","CV055503","CV055503","200804710","021742008","08/18/2008","0.00","","","0.00","","","250.00","42-USC-405               ","Social Security Appeals","0.00","","","250.00","N",
"Social Security Administration","6:07-CV-00138-GWU","U.S. District Court","","N/A","","200804711","021572008","08/18/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","07-5009-CV-SW-JCE-SSA","U.S. District Court","","N/A","","200804716","021352008","08/18/2008","0.00","","","0.00","","","350.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","350.00","N",
"Social Security Administration","8:06-CV-00003-HFF","U.S. District Court","","NONE","","200804719","021272008","08/18/2008","0.00","","","0.00","","","250.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","250.00","N",
