Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Department of Navy","","Administrative Tort","","N050917","N050917","200601544","02987511 ","01/13/2006","5051.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5051.00","N",
"Department of Navy","","Administrative Tort","","J060240","J060240","200601545","02987521 ","01/13/2006","5447.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5447.00","N",
"Department of Navy","","Administrative Tort","","J060043","J060043","200601546","02987551 ","01/20/2006","3742.08","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3742.08","N",
"Department of Navy","","Administrative Tort","","J060340","J060340","200601547","02987591 ","01/20/2006","8250.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8250.00","N",
"Department of Navy","","Administrative Tort","","J060146","J060146","200601548","02987621 ","01/20/2006","8442.70","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8442.70","N",
"Department of Veterans Affairs","","Administrative Tort","","41542","41542","200601549","02987631 ","01/20/2006","3354.07","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3354.07","N",
"Customs and Border Protection","","Administrative Tort","","IN20053460KG","","200601550","02987651 ","02/17/2006","69.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","69.00","N",
"Department of the Army","","Administrative Tort","","05061T018","05061T018","200601557","02987861 ","02/24/2006","110000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","110000.00","N",
"Department of Commerce","","Administrative Tort","","","","200601560","02987931 ","01/13/2006","6630.85","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6630.85","N",
"Drug Enforcement Adm","","Administrative Tort","","","","200601561","02987941 ","01/13/2006","3500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3500.00","N",
"Coast Guard","","Administrative Tort","","0532LC0995","0532LC0995","200601563","02987971 ","01/18/2006","5657.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5657.00","N",
"Department of the Army","","Administrative Tort","","06261T023","06261T023","200601564","02987991 ","01/13/2006","3749.63","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3749.63","N",
"Fed Bureau of Invest","","Administrative Tort","","197DN64006","197DN64006","200601566","02988041 ","01/20/2006","14598.60","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14598.60","N",
"Department of the Army","","Administrative Tort","","05061T018","05061T018","200601568","02988251 ","01/23/2006","12990.47","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","12990.47","N",
"Department of the Army","","Administrative Tort","","04291T050","04291T050","200601570","02988301 ","01/13/2006","50000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","50000.00","N",
"Fed Aviation Admin","","Administrative Tort","","DJ 1570266","","200601571","02988321 ","01/18/2006","450000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","450000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","29957","29957","200601572","02988381 ","01/18/2006","25000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","25000.00","N",
"Drug Enforcement Adm","","Administrative Tort","","","","200601575","02988411 ","01/18/2006","8000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8000.00","N",
"Animal & Plant Hlth","","Administrative Tort","","050676","","200601576","02988421 ","04/26/2006","6783.51","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6783.51","N",
"Bur of Land Mgmt","","Administrative Tort","","TD50051","TD50051","200601581","02988581 ","01/18/2006","4289.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4289.50","N",
"Drug Enforcement Adm","","Administrative Tort","","","","200601583","02988651 ","01/18/2006","9950.37","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9950.37","N",
"Department of Navy","","Administrative Tort","","FTC420-05","FTC420-05","200601584","02988681 ","01/20/2006","3394.59","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3394.59","N",
"Drug Enforcement Adm","","Administrative Tort","","","","200601585","02988691 ","01/20/2006","9182.57","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9182.57","N",
"Coast Guard","","Administrative Tort","","0432LC0324","0432LC0324","200601588","02988831 ","03/02/2006","4036.89","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4036.89","N",
"Bur of Indian Affair","","Administrative Tort","","BIAPN4675","BIAPN4675","200601589","02988761 ","02/21/2006","5721.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5721.00","N",
"Bonneville Power","","Administrative Tort","","TP2705","TP2705","200601590","02988771 ","02/07/2006","6581.51","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6581.51","N",
"Department of the Army","","Administrative Tort","","98432T023","98432T023","200601591","02988781 ","01/20/2006","6000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6000.00","N",
"Department of the Army","","Administrative Tort","","05151T134","05151T134","200601592","02988851 ","01/20/2006","5400.45","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5400.45","N",
"Coast Guard","","Administrative Tort","","0423LC0329","0423LC0329","200601594","02988921 ","02/24/2006","9008.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9008.50","N",
"Customs and Border Protection","","Administrative Tort","","050643TUMWKFTCA","","200601595","02988931 ","01/20/2006","6154.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6154.00","N",
"Department of the Army","","Administrative Tort","","06011T025","06011T025","200601596","02988951 ","01/20/2006","2817.58","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2817.58","N",
"Department of Veterans Affairs","","Administrative Tort","","","","200601597","02989121 ","02/08/2006","15000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","15000.00","N",
"Customs and Border Protection","","Administrative Tort","","20053640 AB","","200601599","02989011 ","01/20/2006","50.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","50.00","N",
"Department of Navy","","Administrative Tort","","060094","060094","200601600","02989021 ","02/07/2006","2607.07","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2607.07","N",
"Department of the Air Force","","Administrative Tort","","05 551 GEN","05 551 GEN","200601601","02989041 ","01/18/2006","15000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","15000.00","N",
"Department of Navy","","Administrative Tort","","FTC24805","FTC24805","200601604","02989111 ","01/20/2006","4100.84","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4100.84","N",
"Department of Veterans Affairs","","Administrative Tort","","Intentionally Blank","Intentionally Blank","200601606","02989131 ","01/20/2006","10000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Army","","Administrative Tort","","05031T085","05031T085","200601608","02989241 ","01/20/2006","7885.53","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7885.53","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","2004052653587","2004052653587","200601609","02989181 ","02/14/2006","7000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","7000.00","N",
"Department of the Army","","Administrative Tort","","05101T100","05101T100","200601610","02989191 ","02/07/2006","9156.75","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9156.75","N",
"Drug Enforcement Adm","","Administrative Tort","","","","200601611","02989201 ","01/20/2006","3674.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3674.50","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","2005011973792","2005011973792","200601612","02989211 ","02/21/2006","2800.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2800.00","N",
"Department of the Army","","Administrative Tort","","0441T038","0441T038","200601616","02989381 ","01/18/2006","93000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","93000.00","N",
"Marshals Service","","Administrative Tort","","","","200601617","02989361 ","01/20/2006","5000.00","28-USC-2672 Fls-Arrest   ","Federal Tort Claims Act/Admin/Fls-Arrest","0.00","","","0.00","","","0.00","","","5000.00","N",
"Indian Health Svc","","Administrative Tort","","050181","","200601620","02989491 ","02/21/2006","4500.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","4500.00","N",
"Department of the Air Force","","Administrative Tort","","0558","0558","200601622","02989591 ","02/14/2006","77000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","77000.00","N",
"Department of the Air Force","Intentionally Blank","Administrative Tort","","Intentionally Blank","Intentionally Blank","200601628","02989761 ","02/06/2006","200000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","200000.00","N",
"Department of the Army","","Administrative Tort","","06131T017","06131T017","200601630","02989791 ","04/12/2006","4000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4000.00","N",
"Central Intelligence Agency","","Administrative Tort","","05033","05033","200601631","02989841 ","01/20/2006","5644.64","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5644.64","N",
"Central Intelligence Agency","","Administrative Tort","","05037","05037","200601632","02989881 ","01/20/2006","4888.49","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4888.49","N",
"Department of the Army","","Administrative Tort","","05031T104","05031T104","200601633","02990501 ","01/18/2006","14130.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","14130.00","N",
"Central Intelligence Agency","","Administrative Tort","","05049","05049","200601635","02990571 ","05/08/2006","3970.70","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","3970.70","N",
"Department of the Air Force","","Administrative Tort","","Intentionally Blank","Intentionally Blank","200601636","02990591 ","02/09/2006","75000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Department of the Air Force","","Administrative Tort","","VAFB 200625","VAFB 200625","200601638","02991261 ","02/03/2006","4651.01","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4651.01","N",
"Department of the Army","","Administrative Tort","","06372T002","06372T002","200601640","02990672 ","02/03/2006","4921.98","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4921.98","N",
"Department of the Air Force","","Administrative Tort","","0540","0540","200601644","02990731 ","02/09/2006","17000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","17000.00","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","20050602986079","","200601646","02990781 ","02/10/2006","3353.30","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","3353.30","N",
"Department of Navy","","Administrative Tort","","FTC25605","FTC25605","200601647","02990791 ","01/20/2006","10500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10500.00","N",
"Department of the Army","","Administrative Tort","","05161T031","05161T031","200601648","02990811 ","01/20/2006","13500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13500.00","N",
"Department of the Army","","Administrative Tort","","05051T063","05051T063","200601651","02990861 ","01/20/2006","4626.93","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4626.93","N",
"Department of the Army","","Administrative Tort","","04451T039","04451T039","200601655","02990941 ","01/19/2006","7000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","7000.00","N",
"Drug Enforcement Adm","","Administrative Tort","","","","200601656","02990961 ","02/03/2006","63380.00","28-USC-2672  Fire-Flood  ","Federal Tort Claims Act/Admin/Fire-Flood","0.00","","","0.00","","","0.00","","","63380.00","N",
"Department of the Army","","Administrative Tort","","04421T019","04421T019","200601659","02991011 ","02/02/2006","94000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","94000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL49326","GCL49326","200601660","02991041 ","02/03/2006","4236.06","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4236.06","N",
"Department of Veterans Affairs","","Administrative Tort","","14893","14893","200601669","02991281 ","01/24/2006","5000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","5000.00","N",
"Mine Safety & Health","","Administrative Tort","","","","200601671","02991321 ","02/09/2006","3686.92","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3686.92","N",
"Fed Bureau of Invest","","Administrative Tort","","197ACG124984","197ACG124984","200601673","02991391 ","01/25/2006","3261.95","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3261.95","N",
"Fed Bureau of Invest","","Administrative Tort","","197APX77988","197APX77988","200601674","02991411 ","02/03/2006","3779.32","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3779.32","N",
"Fed Bureau of Invest","","Administrative Tort","","WF197A232993","WF197A232993","200601678","02991541 ","02/21/2006","4070.64","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4070.64","N",
"Bur of Indian Affair","","Administrative Tort","","20050606","20050606","200601681","02991601 ","02/14/2006","4087.23","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4087.23","N",
"Mine Safety & Health","","Administrative Tort","","","","200601685","02991701 ","02/09/2006","2533.94","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2533.94","N",
"Forest Service","","Administrative Tort","","2004V00444","","200601691","02991881 ","02/08/2006","750.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","750.00","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","200562787311","","200601693","02991921 ","02/16/2006","5300.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5300.00","N",
"Coast Guard","","Administrative Tort","","","","200601695","02997891 ","02/16/2006","2591.89","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2591.89","N",
"Marshals Service","","Administrative Tort","","","","200601696","02991911 ","01/25/2006","2600.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2600.00","N",
"Department of the Army","","Administrative Tort","","04061T093","04061T093","200601697","02995201 ","02/21/2006","38000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","38000.00","N",
"Department of the Army","","Administrative Tort","","04061T093","04061T093","200601697","02995202 ","02/21/2006","0.00","","","9500.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","","N",
"Drug Enforcement Adm","","Administrative Tort","","","","200601698","02991941 ","01/26/2006","20000.00","28-USC-2672  Fire-Flood  ","Federal Tort Claims Act/Admin/Fire-Flood","0.00","","","0.00","","","0.00","","","20000.00","N",
"Customs and Border Protection","","Administrative Tort","","WRCOU90105098","WRCOU90105098","200601699","02991951 ","01/25/2006","4500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4500.00","N",
"Department of the Army","","Administrative Tort","","05211T058","05211T058","200601702","02992021 ","02/02/2006","115000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","115000.00","N",
"Department of the Army","","Administrative Tort","","05271T021","05271T021","200601704","02992031 ","02/07/2006","85068.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","85068.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 1014726","GCL 1014726","200601705","02992121 ","02/09/2006","200000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","200000.00","N",
"Department of the Army","","Administrative Tort","","05271T026","05271T026","200601706","02992051 ","02/07/2006","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Army","","Administrative Tort","","04271T018","04271T018","200601709","02992171 ","02/07/2006","3432.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3432.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197ALA243344","197ALA243344","200601711","02992211 ","02/03/2006","4368.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4368.31","N",
"Department of the Air Force","","Administrative Tort","","6106","6106","200601714","02992321 ","01/26/2006","2826.41","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2826.41","N",
"Fed Bureau of Invest","","Administrative Tort","","197ALA243367","197ALA243367","200601715","02992341 ","02/09/2006","2754.16","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2754.16","N",
"Department of Veterans Affairs","","Administrative Tort","","17852","17852","200601724","02992551 ","02/03/2006","10000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","10000.00","N",
"Department of the Army","","Administrative Tort","","06341T016","06341T016","200601727","02992641 ","02/03/2006","3235.95","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3235.95","N",
"Department of Navy","","Administrative Tort","","J060147","J060147","200601732","02992712 ","09/26/2006","11998.07","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","","N",
"Fed Bureau of Invest","","Administrative Tort","","197AT99653","197AT99653","200601736","02992851 ","02/17/2006","2810.45","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2810.45","N",
"Customs and Border Protection","","Administrative Tort","","Intentionally Blank","Intentionally Blank","200601738","02992901 ","02/28/2006","3041.89","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3041.89","N",
"Department of Navy","","Administrative Tort","","N050758","N050758","200601745","02993061 ","02/21/2006","2572.66","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2572.66","N",
"Internal Revenue Service/S&E","","Administrative Tort","","","","200601746","02993071 ","02/03/2006","18.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","18.00","N",
"Department of Veterans Affairs","","Administrative Tort","","16628","16628","200601750","02993171 ","02/21/2006","10000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","10000.00","N",
"Forest Service","","Administrative Tort","","2006040001001","2006040001001","200601751","02993221 ","02/06/2006","6414.41","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6414.41","N",
"Department of the Army","","Administrative Tort","","06201T019","06201T019","200601752","02993241 ","02/21/2006","3857.17","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3857.17","N",
"Department of Veterans Affairs","","Administrative Tort","","64439007","64439007","200601753","02993261 ","02/02/2006","73750.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","73750.00","N",
"Social Security Administration","","Administrative Tort","","2004V00556","","200601754","02993291 ","02/08/2006","0.00","","","0.00","","","150.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","150.00","N",
"Department of the Army","","Administrative Tort","","04P05T097","04P05T097","200601755","02993321 ","02/21/2006","19063.35","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","19063.35","N",
"Department of Veterans Affairs","","Administrative Tort","","","","200601757","02993341 ","02/21/2006","20000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","20000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 56467","GCL 56467","200601758","02993381 ","02/23/2006","2526.22","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2526.22","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 56467","GCL 56467","200601758","02993391 ","02/23/2006","760.03","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","","N",
"Department of the Army","","Administrative Tort","","04201T047","04201T047","200601759","02993401 ","02/08/2006","4000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","1000.00","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","0.00","","","5000.00","N",
"Department of the Army","","Administrative Tort","","06201T019","06201T019","200601760","02993441 ","02/10/2006","13151.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13151.50","N",
"US Army Corps of Engineers","","Administrative Tort","","06N03T024","06N03T024","200601762","02993471 ","02/09/2006","2971.35","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2971.35","N",
"Environmental Protection Agency","","Administrative Tort","","","","200601764","02993541 ","02/09/2006","33091.00","42-USC-7604              ","Clean Air Act - Citizens' Suits (Attny Fees & Costs)","0.00","","","0.00","","","0.00","","","33091.00","N",
"Department of the Army","","Administrative Tort","","00P05T063","00P05T063","200601768","02993591 ","02/14/2006","5000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","5000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN20053636AB","","200601770","02993621 ","02/17/2006","26.94","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","26.94","N",
"Department of the Army","","Administrative Tort","","01P04T008","01P04T008","200601772","02993651 ","02/21/2006","5000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","5000.00","N",
"Department of the Army","","Administrative Tort","","01P04T009","01P04T009","200601775","02993721 ","02/09/2006","5000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","5000.00","N",
"Social Security Administration","90422870mbsgck","Administrative Tort","","Intentionally Blank","","200601783","02993901 ","02/09/2006","0.00","","","0.00","","","162.29","28-USC-2412(a)           ","Costs Per 28 USC 1920","0.00","","","162.29","N",
"Department of the Army","","Administrative Tort","","05121T040","05121T040","200601789","02994011 ","02/03/2006","2830.69","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2830.69","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL657S47260","GCL657S47260","200601790","02994061 ","02/14/2006","2510.60","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2510.60","N",
"Customs and Border Protection","","Administrative Tort","","IN20044311KW","","200601805","02994341 ","02/21/2006","2612.60","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2612.60","N",
"Department of the Army","","Administrative Tort","","05131T180","05131T180","200601812","02994501 ","02/08/2006","5920.09","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5920.09","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","2005042082912","","200601817","02994631 ","02/17/2006","2882.65","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2882.65","N",
"Department of Navy","","Administrative Tort","","030658A","030658A","200601818","02994641 ","02/16/2006","6500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6500.00","N",
"Bur of Indian Affair","","Administrative Tort","","TSP295105","","200601819","02994661 ","02/09/2006","4120.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4120.00","N",
"Department of Navy","","Administrative Tort","","050348","050348","200601820","02994671 ","02/16/2006","25000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of the Army","","Administrative Tort","","901131011","","200601821","02994691 ","02/09/2006","621781.20","42-USC-9607              ","CERCLA/Superfund","0.00","","","0.00","","","0.00","","","621781.20","N",
