Defendant Agency Name,Docket #,Jurisdiction,Court Jurisdiction,Responsible Agency File #,Submitting Agency File #,Control #,Payment ID #,Payment Sent Date,Principal Amount,Principal Citation Code,Principal Citation Code Description,Attorney Fees Amount,Attorney Fees Citation Code,Attorney Fees Citation Code Description,Cost Amount,Cost Citation Code,Cost Citation Code Description,Interest Amount,Interest Citation Code,Interest Citation Code Description,Payment Amount,Reimbursable
"Department of Navy","","Administrative Tort","","J101653","J101653","201100745","007402011","12/01/2010","6000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6000.00","N",
"Department of Navy","","Administrative Tort","","J102453","J102453","201100751","007392011","12/01/2010","3925.97","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3925.97","N",
"Department of Veterans Affairs","","Administrative Tort","","101-13319","101-13319","201100753","009332011","12/16/2010","5000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","5000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-13346","101-13346","201100755","009322011","12/16/2010","25000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","25000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","N/A","N/A","201100757","024762011","03/23/2011","100000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL630-26568","GCL630-26568","201100758","007702011","12/08/2010","75000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","75000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-MXR-2010-05722","TRT-MXR-2010-05722","201100761","007562011","12/06/2010","150.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","150.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2010-3960","TRT-SER-2010-3960","201100762","007492011","12/06/2010","56.80","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","56.80","N",
"US Army Corps of Engineers","","Administrative Tort","","10-076","10-076","201100766","007642011","12/03/2010","25000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","25000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SER-2010-04226","TRT-SER-2010-04226","201100769","007462011","12/06/2010","72.45","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","72.45","N",
"Department of the Army","","Administrative Tort","","11354T001","11354T001","201100772","007542011","12/02/2010","2736.43","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2736.43","N",
"Department of Justice","","Administrative Tort","","197C-IR-A9039","197C-IR-A9039","201100774","011592011","12/22/2010","5415.70","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5415.70","N",
"Department of Commerce","","Administrative Tort","","N/A","N/A","201100777","007452011","12/02/2010","5767.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5767.00","N",
"Department of the Army","","Administrative Tort","","11-031-T002","11-031-T002","201100778","007502011","12/02/2010","19600.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","4900.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","24500.00","N",
"Bur of Indian Affair","","Administrative Tort","","BIA-2198","","201100779","007512011","12/02/2010","8650.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8650.00","N",
"Department of the Air Force","","Administrative Tort","","AAFB-10-26","AAFB-10-26","201100782","012082011","12/23/2010","2678.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2678.00","N",
"Alcohol Tobacco Fire","","Administrative Tort","","CCMS-116-495","","201100784","007772011","12/07/2010","3270.75","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3270.75","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL-330-53851","GCL-330-53851","201100785","007912011","12/07/2010","5570.13","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5570.13","N",
"Department of the Air Force","","Administrative Tort","","AFB 11-78","AFB 11-78","201100786","008612011","12/13/2010","3153.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3153.31","N",
"Department of the Army","","Administrative Tort","","11131T017","11131T017","201100788","008122011","12/08/2010","3121.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3121.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2010-04308","TRT-WXR-2010-04308","201100789","008222011","12/07/2010","14.56","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","14.56","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2010-02742","TRT-NCR-2010-02742","201100791","008072011","12/07/2010","60.05","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","60.05","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 316-60951","GCL 316-60951","201100792","010112011","12/17/2010","3078.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3078.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2010-03176","TRT-NCR-2010-03176","201100797","011582011","12/22/2010","25.24","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","25.24","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-NF-38389","197C-NF-38389","201100799","008882011","12/16/2010","5429.53","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5429.53","N",
"Department of the Air Force","","Administrative Tort","","10-373","10-373","201100800","008082011","12/08/2010","4767.50","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4767.50","N",
"Department of Veterans Affairs","","Administrative Tort","","516-114015","516-114015","201100801","008062011","12/08/2010","3500.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","3500.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-NCR-2010-02490","TRT-NCR-2010-02490","201100803","007962011","12/07/2010","21.65","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","21.65","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 52584","GCL 52584","201100804","008112011","12/08/2010","9000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","9000.00","N",
"Department of the Army","","Administrative Tort","","10341T033","10341T033","201100805","008102011","12/08/2010","10400.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","2600.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","13000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","23054","23054","201100811","009232011","12/16/2010","55000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","55000.00","N",
"General Services Administration","","Administrative Tort","","TC-10-021","TC-10-021","201100813","009482011","12/20/2010","5065.45","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5065.45","N",
"Department of the Army","","Administrative Tort","","10-101-T094","10-101-T094","201100815","009352011","12/16/2010","10144.42","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10144.42","N",
"Department of the Army","","Administrative Tort","","11131T013","11131T013","201100816","008242011","12/08/2010","4964.90","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4964.90","N",
"Department of the Air Force","","Administrative Tort","","AFB 10-1304","AFB 10-1304","201100817","008252011","12/08/2010","30000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","30000.00","N",
"Department of the Air Force","","Administrative Tort","","AFB 10-10","AFB 10-10","201100818","011132011","12/21/2010","3648.36","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3648.36","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","N/A","N/A","201100820","009472011","12/20/2010","5613.72","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5613.72","N",
"Bureau of Prisons","","Administrative Tort","","2009-03176","2009-03176","201100821","008182011","12/07/2010","100.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","100.00","N",
"Marshals Service","","Administrative Tort","","NONE PROVIDED","NONE PROVIDED","201100822","008212011","12/08/2010","3475.18","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3475.18","N",
"Department of the Army","","Administrative Tort","","10p05T072","10p05T072","201100823","008342011","12/08/2010","3491.36","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3491.36","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-01355","IN-2010-01355","201100824","009782011","12/17/2010","657.24","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","657.24","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-02212","IN-2010-02212","201100825","008552011","12/13/2010","176.79","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","176.79","N",
"Department of Veterans Affairs","","Administrative Tort","","101-13688","101-13688","201100826","009082011","12/16/2010","500000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","500000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-02263","IN-2010-02263","201100828","008562011","12/23/2010","1000.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","1000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-03336","IN-2010-03336","201100829","009792011","12/17/2010","211.06","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","211.06","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-03774","IN-2010-03774","201100831","009772011","12/21/2010","140.99","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","140.99","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-02827","IN-2010-02827","201100832","008572011","12/16/2010","160.31","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","160.31","N",
"Department of the Air Force","","Administrative Tort","","AFB 09-66","AFB 09-66","201100833","008202011","12/08/2010","25000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","25000.00","N",
"Bureau of Prisons","","Administrative Tort","","TRT-WXR-2010-06097","TRT-WXR-2010-06097","201100834","008172011","12/07/2010","56.55","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","56.55","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL-593-65312","GCL-593-65312","201100835","008132011","12/08/2010","2700.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","2700.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL67487430","GCL67487430","201100836","008152011","12/08/2010","3986.53","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3986.53","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-CI-78756","197C-CI-78756","201100837","009072011","12/16/2010","4402.99","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4402.99","N",
"Department of the Army","","Administrative Tort","","10371T045","10371T045","201100839","008162011","12/08/2010","5000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","5000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","642-40529","642-40529","201100840","009372011","12/21/2010","100000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Independent Agencies inc. Nat'l Park Service","","Administrative Tort","","TC-SF-10-24","TC-SF-10-24","201100841","008142011","12/08/2010","2532.28","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2532.28","N",
"Department of the Army","","Administrative Tort","","011","011","201100848","008602011","12/13/2010","4750.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4750.00","N",
"Department of the Army","","Administrative Tort","","11-201-T002","11-201-T002","201100849","010982011","12/20/2010","3445.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3445.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-LA-256613","197C-LA-256613","201100852","008652011","12/13/2010","2852.79","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2852.79","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL 313-26391","GCL 313-26391","201100853","008732011","12/13/2010","15000.00","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","15000.00","N",
"Natl Park Service","","Administrative Tort","","TC-SF-10-35","TC-SF-10-35","201100854","008582011","12/13/2010","4843.62","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4843.62","N",
"Department of Veterans Affairs","","Administrative Tort","","60127","60127","201100856","006812011","11/24/2010","60000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","60000.00","N",
"Fed Bureau of Invest","","Administrative Tort","","197C-WF-242886","197C-WF-242886","201100860","009172011","12/16/2010","6130.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6130.00","N",
"Department of Navy","","Administrative Tort","","J102619","J102619","201100866","009002011","12/16/2010","7088.15","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7088.15","N",
"Department of Veterans Affairs","","Administrative Tort","","662GCL74042","662GCL74042","201100872","008542011","12/13/2010","20000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","20000.00","N",
"Department of the Army","10-282-T001","Administrative Tort","","10-282-T001","10-282-T001","201100873","008982011","12/16/2010","10396.06","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","10396.06","N",
"Department of the Army","10-282-T001","Administrative Tort","","10-282-T001","10-282-T001","201100873","008992011","12/10/2010","4603.94","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","4603.94","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL609-39459","GCL609-39459","201100875","008812011","12/16/2010","125000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","125000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-14870","101-14870","201100876","008822011","12/16/2010","20000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","20000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-03363","IN-2010-03363","201100878","015332011","01/14/2011","250.95","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","250.95","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-03096","IN-2010-03096","201100880","008722011","12/13/2010","644.36","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","644.36","N",
"Department of Navy","","Administrative Tort","","J093173","J093173","201100881","008702011","12/13/2010","6000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-02533","IN-2010-02533","201100882","008662011","12/13/2010","1000.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","1000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-02316","IN-2010-02316","201100883","008642011","12/13/2010","2859.36","28-USC-2672 Miscellany   ","Federal Tort Claims Act/Admin/Miscellany","0.00","","","0.00","","","0.00","","","2859.36","N",
"Fed Bureau of Invest","","Administrative Tort","","107-NY-304384","107-NY-304384","201100888","008692011","12/13/2010","2925.59","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2925.59","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-03027","IN-2010-03027","201100889","008622011","12/13/2010","5134.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5134.31","N",
"Customs and Border Protection","","Administrative Tort","","2010-00337:CLMS:FTCA:LR:CAE","","201100890","009842011","12/17/2010","7500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7500.00","N",
"Customs and Border Protection","","Administrative Tort","","2010-00337","","201100892","009142011","12/16/2010","9209.33","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9209.33","N",
"Department of the Air Force","","Administrative Tort","","23507066","23507066","201100896","012892011","01/10/2011","2846.36","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2846.36","N",
"Environmental Protection Agency","","Administrative Tort","","TOR-10-070026","TOR-10-070026","201100897","009252011","12/16/2010","11174.16","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","11174.16","N",
"DHS - Immigration  & Customs Enforcement (ICE)","","Administrative Tort","","N/A","N/A","201100898","009032011","12/16/2010","3194.94","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3194.94","N",
"Department of the Army","","Administrative Tort","","10-341-T001","10-341-T001","201100900","009112011","12/16/2010","6400.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","1600.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","8000.00","N",
"Department of the Army","","Administrative Tort","","10331T039","10331T039","201100901","009282011","12/16/2010","3561.38","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3561.38","N",
"Department of Navy","","Administrative Tort","","J110220","J110220","201100902","008302011","12/08/2010","2884.42","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2884.42","N",
"Department of the Air Force","","Administrative Tort","","(CLAIM 10-24)","(CLAIM 10-24)","201100903","009262011","12/16/2010","2678.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2678.31","N",
"Geological Survey","","Administrative Tort","","TC-SF-10-34","TC-SF-10-34","201100904","008352011","12/09/2010","4874.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4874.00","N",
"Department of the Army","","Administrative Tort","","10-421-T046","10-421-T046","201100905","008632011","12/13/2010","3365.86","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3365.86","N",
"Department of Navy","","Administrative Tort","","J102270","J102270","201100906","008452011","12/13/2010","35000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","35000.00","N",
"Department of the Air Force","","Administrative Tort","","10-761","10-761","201100908","008402011","12/09/2010","4817.80","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4817.80","N",
"Department of Navy","","Administrative Tort","","J102606","J102606","201100909","008862011","12/16/2010","6580.30","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6580.30","N",
"Department of Navy","","Administrative Tort","","J102120","J102120","201100910","008782011","12/16/2010","9000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9000.00","N",
"Department of the Army","","Administrative Tort","","10-211-T077","10-211-T077","201100912","008762011","12/16/2010","7231.59","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7231.59","N",
"Alcohol Tobacco Fire","","Administrative Tort","","CC:LIT:SYK:113,290","CC:LIT:SYK:113,290","201100913","008522011","12/16/2010","3219.96","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3219.96","N",
"Department of the Army","","Administrative Tort","","09-171-T080","09-171-T080","201100914","008742011","12/13/2010","80000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","80000.00","N",
"Department of the Air Force","","Administrative Tort","","10-2471","10-2471","201100915","012382011","12/27/2010","8347.52","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8347.52","N",
"DHS - TSA  Trans. SEC. Admin.","","Administrative Tort","","2009061060030","2009061060030","201100916","014162011","01/11/2011","4270.49","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4270.49","N",
"Bureau of Prisons","","Administrative Tort","","TRT-SCR-2010-04294","TRT-SCR-2010-04294","201100917","008322011","12/16/2010","20.00","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","20.00","N",
"Department of the Air Force","","Administrative Tort","","10-64 & 10-79","10-64 & 10-79","201100918","008712011","12/13/2010","50000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","50000.00","N",
"Marshals Service","","Administrative Tort","","OGC-3774","OGC-3774","201100919","012352011","12/27/2010","13359.27","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13359.27","N",
"Department of the Army","","Administrative Tort","","11-301-T012","11-301-T012","201100921","008792011","12/16/2010","3537.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3537.00","N",
"Department of Navy","","Administrative Tort","","J091606","J091606","201100922","008872011","12/16/2010","5000.00","28-USC-2672 Prop-Maint   ","Federal Tort Claims Act/Admin/Prop-Maint","0.00","","","0.00","","","0.00","","","5000.00","N",
"Animal & Plant Hlth","","Administrative Tort","","A-176-08","A-176-08","201100924","011782011","12/23/2010","9000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","9000.00","N",
"Department of Navy","","Administrative Tort","","J110086","J110086","201100925","008912011","12/16/2010","7500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7500.00","N",
"Animal & Plant Hlth","","Administrative Tort","","A-176-08","A-176-08","201100926","011572011","12/22/2010","10480.98","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10480.98","N",
"Department of the Air Force","","Administrative Tort","","10-6","10-6","201100927","008682011","12/13/2010","7500.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","7500.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-14402","101-14402","201100929","008892011","12/16/2010","300000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","300000.00","N",
"Department of Veterans Affairs","","Administrative Tort","","101-13728","101-13728","201100930","008852011","12/16/2010","100000.00","28-USC-2672 Med Mal      ","Federal Tort Claims Act/Admin/Med Mal","0.00","","","0.00","","","0.00","","","100000.00","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-03186","IN-2010-03186","201100931","008962011","12/29/2010","839.54","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","839.54","N",
"Department of Navy","","Administrative Tort","","J110291","J110291","201100932","008802011","12/16/2010","4245.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4245.00","N",
"Marshals Service","","Administrative Tort","","OGC829","OGC829","201100934","012252011","12/29/2010","13529.83","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","13529.83","N",
"Customs and Border Protection","","Administrative Tort","","IN-2010-01595","IN-2010-01595","201100935","008922011","12/21/2010","61.10","31-USC-3723              ","Small Claims Act","0.00","","","0.00","","","0.00","","","61.10","N",
"Department of the Army","","Administrative Tort","","10-211-T063","10-211-T063","201100936","009102011","12/16/2010","2760.40","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2760.40","N",
"FEMA","","Administrative Tort","","090141C","","201100937","009202011","12/16/2010","6530.31","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","6530.31","N",
"Department of the Army","","Administrative Tort","","11-301-T018","11-301-T018","201100938","008952011","12/16/2010","4563.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4563.00","N",
"Department of Veterans Affairs","","Administrative Tort","","GCL33949773","GCL33949773","201100940","011872011","12/23/2010","10000.00","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","10000.00","N",
"Bur of Land Mgmt","","Administrative Tort","","TS-866","TS-866","201100941","009242011","12/16/2010","5972.56","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","5972.56","N",
"Department of the Army","","Administrative Tort","","011","011","201100942","008902011","12/16/2010","3099.86","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","3099.86","N",
"Coast Guard","","Administrative Tort","","09-32-LC-0155","09-32-LC-0155","201100943","009222011","12/21/2010","8206.13","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","8206.13","N",
"Fish & Wildlife Svc","","Administrative Tort","","TS-878","TS-878","201100945","009272011","12/16/2010","4235.13","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","4235.13","N",
"Department of Navy","","Administrative Tort","","J102441","J102441","201100946","009762011","12/17/2010","2832.32","28-USC-2672 Traffic      ","Federal Tort Claims Act/Admin/Traffic","0.00","","","0.00","","","0.00","","","2832.32","N",
